,opera_id,dcTitle_opera,autori
3677,73076,"Sonata, vlc,pf n. 2, op. 102, Re","Beethoven, Ludwig van: compositore"
3678,73077,"Sonata, vlc,pf n. 1, op. 5, Fa","Beethoven, Ludwig van: compositore"
3679,73078,"Quartetto, archi n. 1, op. 77, Sol, Hob.III 81","Haydn, Franz Joseph: compositore"
3680,73079,"Quartetto, archi n. 2, op. 77, Fa, Hob.III 82","Haydn, Franz Joseph: compositore"
3681,73080,"Concerto, vl,archi,bc n. 9, op. 3, Re, RV 230","Vivaldi, Antonio: compositore"
3682,73081,"Concerto, 4vl,archi,bc n. 1, op. 3, Re, RV 549","Vivaldi, Antonio: compositore"
3683,73082,"Concerto, vl,archi,bc n. 3, op. 3, Sol, RV 310","Vivaldi, Antonio: compositore"
3684,73083,"Concerto, vl,vlc,archi,bc n. 2, op. 3, Sol min., RV 578","Vivaldi, Antonio: compositore"
3685,73084,"Concerto, 2vl,vlc,archi,bc n. 11, op. 3, Re min., RV 565","Vivaldi, Antonio: compositore"
3686,73085,"Concerto, 2vl,vlc,archi,bc n. 8, op. 3, La min., RV 522","Vivaldi, Antonio: compositore"
3687,73086,"Three Dances: I, 2pfprep","Cage, John: compositore"
3688,73087,"Three Dances: II, 2pfprep","Cage, John: compositore"
3689,73088,"Three Dances: III, 2pfprep","Cage, John: compositore"
3690,73089,"Quartetto, archi n. 3, op. 74, Sol min., Hob.III 74, Reiterquartett","Haydn, Franz Joseph: compositore"
3691,73090,"Drei Bruchstücke aus Wozzeck, sp,orch","Berg, Alban: compositore"
3692,73091,"Suite da 'Romeo e Giulietta': Giulietta fanciulla n. 2, op. 64ter","Prokof'ev, Sergej: compositore"
3693,73092,"Quartetto, archi n. 5, op. 76, Re, Hob.III 79","Haydn, Franz Joseph: compositore"
3694,73093,"Encore, orch","Berio, Luciano: compositore"
3695,73094,"Sonata, pf n. 3, op. 13, Fa, Hob.XVI 23","Haydn, Franz Joseph: compositore"
3696,73095,"Sonata, pf n. 3, op. 30, Re, Hob.XVI 37","Haydn, Franz Joseph: compositore"
3697,73096,"Sonata, pf n. 5, op. 30, Sol, Hob.XVI 39","Haydn, Franz Joseph: compositore"
3698,73097,"Sonata, pf n. 6, op. 30, Do min., Hob.XVI 20","Haydn, Franz Joseph: compositore"
3699,73098,"Sonate a 2-5 stromenti: Sonate a 2, 3, 4 e 5, op. 5","Vitali, Giovanni Battista: compositore"
3700,73099,"Mephistowalzer, pf, R 182","Liszt, Franz: compositore"
3701,73100,"Sonata, vl,pf n. 3, op. 30, Sol","Beethoven, Ludwig van: compositore"
3702,73101,"Studi, pf n. 2","Castellano, Mauro: compositore"
3703,73102,"Studi, pf n. 3","Castellano, Mauro: compositore"
3704,73103,"Sonata, vl,bc n. 13, op. 1, Re, HWV 371","Händel, Georg Friedrich: compositore"
3705,73104,"Sonata, vlc,pf n. 4, op. 102, Do","Beethoven, Ludwig van: compositore"
3706,73105,"Fünf Lieder, voce,pf, op. 41","Strauss, Richard: compositore"
3707,73106,"Quartetto, fl,vl,vlc,bc, Mi min.","Telemann, Georg Philipp: compositore"
3708,73107,"Shall we dance, trascrizione per 2tr,cor,trb,tuba","Gershwin, George: compositore"
3709,73108,"Quartetto, archi n. 1, op. 74, Do, Hob.III 72","Haydn, Franz Joseph: compositore"
3710,73109,"Concerto a 5 con violino e violoncello obbligato, vl,vlc,archi n. 2, op. 1, Mi min.","Marcello, Benedetto: compositore"
3711,73110,"Concerto, vl,archi,bc n. 1, op. 4, Sib, RV 383a","Vivaldi, Antonio: compositore"
3712,73111,"Concerto, 4vl,archi,bc n. 4, op. 3, Mi min., RV 550","Vivaldi, Antonio: compositore"
3713,73112,"Concerto, 4vl,vlc,archi,bc n. 7, op. 3, Fa, RV 567","Vivaldi, Antonio: compositore"
3714,73113,"Concerto, 4vl,vlc,archi,bc n. 10, op. 3, Si min., RV 580","Vivaldi, Antonio: compositore"
3715,73114,"Sonata, vl,cemb n. 5, Fa min., BWV 1018","Bach, Johann Sebastian: compositore"
3716,73115,"Suites de pièces pour le clavecin, cemb n. 5, Mi, HWV 430, The Harmoniuous Blacksmith","Händel, Georg Friedrich: compositore"
3717,73116,"Sonata, fl (ob/vl),bc, op. 1, La, HWV 361","Händel, Georg Friedrich: compositore"
3718,73117,"Sonata, 2vl,bc n. 6, op. 2, Sol min., HWV 391","Händel, Georg Friedrich: compositore"
3719,73118,"Sonata, 2vl,bc n. 4, op. 5, Sol, HWV 399","Händel, Georg Friedrich: compositore"
3720,73119,"Divertimento, archi n. 4, op. 20, Re, Hob.III 34","Haydn, Franz Joseph: compositore"
3721,73120,"Suite, vlc n. 6, Re, BWV 1012","Bach, Johann Sebastian: compositore"
3722,73121,"Suite, vlc n. 1, Sol, BWV 1007","Bach, Johann Sebastian: compositore"
3723,73122,"Suite, vlc n. 2, Re min., BWV 1008","Bach, Johann Sebastian: compositore"
3724,73123,"Suite, vlc n. 3, Do, BWV 1009","Bach, Johann Sebastian: compositore"
3725,73124,"Suite, vlc n. 4, Mib, BWV 1010","Bach, Johann Sebastian: compositore"
3726,73125,"Construction III, 4percuss","Cage, John: compositore"
3727,73126,"Quartetto, archi n. 4, op. 76, Sib, Hob.III 78, Aurore","Haydn, Franz Joseph: compositore"
3728,73127,"Sonata, vlc,pf n. 2, op. 5, Sol min.","Beethoven, Ludwig van: compositore"
3729,73128,"Sonata, vl,pf n. 1, op. 30, La","Beethoven, Ludwig van: compositore"
3730,73129,"Sonata, vl,pf n. 2, op. 30, Do min.","Beethoven, Ludwig van: compositore"
3731,73130,"Festum, orch","Berio, Luciano: compositore"
3732,73131,"Studio, chit n. 19","Sor, Fernando Macari: compositore"
3733,73132,"Studio, chit n. 3","Sor, Fernando Macari: compositore"
3734,73133,"Studio, chit n. 5","Sor, Fernando Macari: compositore"
3735,73134,"Concerto a 5 con violino e violoncello obbligato, vl,vlc,archi n. 4, op. 1, Fa","Marcello, Benedetto: compositore"
3736,73135,"Quartetto, fl,vl,vla,vlc, Re, K 285","Mozart, Wolfgang Amadeus: compositore"
3737,73136,Batuque,"Fernandez, Oscar Lorenzo: compositore"
3738,73137,"6 Concerti grossi con due Violini, Viole e Violoncello di concertino obbligati e due altri Violini e Basso di n. 1, op. 3","Geminiani, Francesco Xaverio: compositore"
3739,73138,"6 Concerti grossi con due Violini, Viole e Violoncello di concertino obbligati e due altri Violini e Basso di n. 3, op. 3","Geminiani, Francesco Xaverio: compositore"
3740,73139,"Concerto, arch n. 5, op. 5, La min.","Albinoni, Tomaso: compositore"
3741,73140,"Étude, op. 25, La min.","Chopin, Fryderyk: compositore"
3742,73141,"Étude, pf, n. 12, op. 25, Do min.","Chopin, Fryderyk: compositore"
3743,73142,"6 Concerti grossi con due Violini, Viole e Violoncello di concertino obbligati e due altri Violini e Basso di n. 4, op. 3, Re min.","Geminiani, Francesco Xaverio: compositore"
3744,73143,"Quartetto, archi n. 6, op. 1, Do, Hob.III 6","Haydn, Franz Joseph: compositore"
3745,73144,"Divertimento, archi n. 6, op. 20, La, Hob.III 34","Haydn, Franz Joseph: compositore"
3746,73145,"Quartetto, archi n. 5, op. 50, Fa# min., Hob.III/49","Haydn, Franz Joseph: compositore"
3747,73146,"Divertimento: I movimento, archi n. 2, op. 20, Do, Hob.III 32","Haydn, Franz Joseph: compositore"
3748,73147,"Fanfara, orch","Berio, Luciano: compositore"
3749,73148,"Entrata, orch","Berio, Luciano: compositore"
3750,73149,"Quartetto, archi n. 4, op. 64, Sol, Hob.III 66","Haydn, Franz Joseph: compositore"
3751,73150,"Il Mattino, orch, op. 46","Grieg, Edvard: compositore"
3752,73151,"Quartetto, archi n. 3, op. 44, Mib","Mendelssohn-Bartholdy, Felix: compositore"
3753,73152,"Sinfonia, n. 7, op. 70, Re minore","Dvorák, Antonín: compositore"
3754,73153,Nisi Dominus,"Händel, Georg Friedrich: compositore"
3755,73154,Saeviat tellus inter rigores,"Händel, Georg Friedrich: compositore"
3756,73155,Laudate pueri Dominum,"Händel, Georg Friedrich: compositore"
3757,73156,Dixit Dominus Domino meo,"Händel, Georg Friedrich: compositore"
3758,73157,Yürüyen Köşk,"Say, Fazil: compositore"
3759,73159,"Concerto, vl,orch, La, K 219, Türkish","Mozart, Wolfgang Amadeus: compositore"
3760,73160,"Sonata, n.16, pf, op. 31 n. 1, Sol,","Beethoven, Ludwig van: compositore"
3761,73161,"Sonata, n.13, pf, op. 27 n. 1, Mib, Sonata quasi una fantasia","Beethoven, Ludwig van: compositore"
3762,73162,"Sonata, n.14, pf, op. 27 n. 2, Do# min., Al chiaro di luna","Beethoven, Ludwig van: compositore"
3763,73163,Petite Suite,"Skalkottas, Nikolaos: compositore"
3764,73164,"Sonata, n.3, vl,pf, La min., Op. 25","Enescu, George: compositore"
3765,73165,"Sonata, Sol Magg., [n. 1], org","Puccini, Giacomo: compositore"
3766,73166,"Sonata, org, Sol Magg., [n. 2]","Puccini, Giacomo: compositore"
3767,73167,"Sonata, org, Sol Magg., [n. 12]","Puccini, Giacomo: compositore"
3768,73168,"Sonata, org, Sol Magg., [n. 10]","Puccini, Giacomo: compositore"
3769,73169,"Sonata, org, Sol Magg., [n. 15]","Puccini, Giacomo: compositore"
3770,73170,"Sonata, org, Sol Magg., [n. 7], Largo","Puccini, Giacomo: compositore"
3771,73171,"Sonata, org, Sol Magg., [n. 13]","Puccini, Giacomo: compositore"
3772,73172,"Sonata, org, Sol Magg., [n. 16]","Puccini, Giacomo: compositore"
3773,73173,"Marcia, org, Re Magg., [n. 9]","Puccini, Giacomo: compositore"
3774,73174,"Marcia, org, Re Magg., [n. 4]","Puccini, Giacomo: compositore"
3775,73175,"Marcia, org, Do Magg., [n. 21], Allegro","Puccini, Giacomo: compositore"
3776,73176,"Marcia, org, Sol Magg., [n. 18]","Puccini, Giacomo: compositore"
3777,73177,"Marcia, org, Re Magg., [n. 45]","Puccini, Giacomo: compositore"
3778,73178,"Versetto, org, Sol Magg., [n. 24], Allegro","Puccini, Giacomo: compositore"
3779,73179,"Elevazione, org, Sol min., [n. 56]","Puccini, Giacomo: compositore"
3780,73180,"Offertorio, org, Re Magg., [n. 46]","Puccini, Giacomo: compositore"
3781,73181,"Pastorella gravida, org, [n. 57]","Puccini, Giacomo: compositore"
3782,73182,"Calmo e molto lento, org, SC 86","Puccini, Giacomo: compositore"
3783,73183,"Sonata, org, Sol Magg., [n. 1]","Puccini, Giacomo: compositore"
3784,73184,Evgenij Onegin': Polonaise,"Čajkovskij, Pëtr Il'ič: compositore"
3785,73185,Sinfonia,"Bruckner, Anton: compositore"
3786,73186,"A Christmas Carol.
Il Musical","Dickens, Charles: testo di, Menken, Alan: autore delle musiche, Ahrens, Lynn: autore, Ahrens, Lynn: librettista, Ockrent, Mike: librettista"
3787,73187,La famiglia Addams,"Brickman, Marshall: librettista, Elice, Rick: librettista, Lippa, Andrew: autore, Lippa, Andrew: compositore, Addams, Charles: testo di"
3788,73188,"Flashdance, il musical","Noschese, Chiara: adattatore, Hedley, Tom: librettista, Cary, Robert: librettista, Roth, Robbie: compositore"
3789,73189,"Kiss me, Kate!","Porter, Cole: compositore, Shakespeare, William: testo di, Spewack, Sam: librettista, Spewack, Bella: librettista"
3790,73190,Klavierstück,"Schubert, Franz: compositore"
3791,73191,Ode a Che Guevara,"Denisov, Edisson: compositore"
3792,73192,Ludvig Van. Homage by Beethoven,"Kagel, Mauricio: compositore"
3793,73193,Trepidus,"Andriessen, Louis: compositore"
3794,73194,Solo for Violin,"Paik, Nam June: compositore"
3795,73195,God Bless the Child,"Dolphy, Eric: compositore"
3796,73196,Grande Accordo Cromatico,"Mosconi, Davide: compositore"
3797,73197,Broadway Blues,"Coleman, Ornette: compositore"
3798,73198,Pendulum Music,"Reich, Steve: compositore"
3799,73200,Julia (the other side),"Antignani, Luca: compositore"
3800,73201,Aquarela,"Pecci Filho, Antonio: compositore"
3801,73202,Invenzione canonica in tinta pastello,"Antonioni, Francesco: compositore"
3802,73203,Untitled #1,"Rós, Sigur: compositore"
3803,73204,Monochrome,"Azzan, Maurizio: compositore"
3804,73205,Summer on a solitary beach,"Battiato, Franco: compositore"
3805,73206,"Again, the Sea","Bertelli, Giovanni: compositore"
3806,73207,Aria (for L.),"Borzelli, Silvia: compositore"
3807,73209,Creep,Radiohead: compositore
3808,73210,Running Out,"Montalbetti, Mauro: compositore"
3809,73211,O que será,"Buarque, Chico: compositore"
3810,73212,Sussurrando,"Pagliei, Lorenzo: compositore"
3811,73213,Over the Rainbow,"Arlen, Harod: compositore"
3812,73214,Rainbow Dust in the Sky,"Terranova, Daniela: compositore"
3813,73216,Evolution (in reverse),"Lanza, Mauro: compositore"
3814,73217,O Superman,"Anderson, Laurie: compositore"
3815,73218,The Diary of one who disappeared,"Janácek, Leós: compositore, Parys, Annelies van: compositore"
3816,73219,Danze slave,"Dvorák, Antonín: compositore"
3817,73220,Elisir magia DolceAmara,"Donizetti, Gaetano: compositore, Falasconi, Federica: adattatore"
3818,73221,L'elisir d'amore una fabbrica di idee,"Donizetti, Gaetano: autore delle musiche"
3819,73222,The Ghost Horseman,"Nicolson, Alasdair: compositore"
3820,73223,The Birks of Aberfeldy,"Johnston, Ken: compositore"
3821,73224,Musica Per Bambini,"Prokof'ev, Sergej: compositore"
3822,73225,"Begone, dull care!","Britten, Benjamin: compositore"
3823,73226,Friday Afternoons,"Britten, Benjamin: compositore"
3824,73227,A tragic story,"Britten, Benjamin: compositore"
3825,73228,Cuckoo!,"Britten, Benjamin: compositore"
3826,73229,There was a Ship,"Britten, Benjamin: compositore"
3827,73230,The Golden Vanity,"Britten, Benjamin: compositore"
3828,73231,"Waiting for the Silver-Sailed moon, coro,orch, riduzione per coro,pf","Stevenson, Savourna: compositore"
3829,73232,"Rapid Eye Movements, archi","Adámek, Ondřej: compositore"
3830,73233,"Quartetto, archi n. 1, op. 33, Si min.","Haydn, Franz Joseph: compositore"
3831,73234,"Quartetto, archi n. 1 (Incompleto)","Rachmaninov, Sergej: compositore"
3832,73235,"La Oracion del Torero, archi","Turina, Joaquin: compositore"
3833,73236,"Shadows, archi","Robin, Yann: compositore"
3834,73237,Circle for a Square,"Janulyte, Juste: compositore"
3835,73238,Le distruzioni,"Troiani, Lorenzo: compositore"
3836,73239,Narciso nello sguardo degli altri,"Massenet, Jules: autore delle musiche, Cenci, Stefano: autore, Pagliarini, Luigi: autore"
3837,73240,"Pollicino.
Una favola in musica","Henze, Hans Werner: compositore, Maccieri, Marco: autore, Ruozzi, Angela: autore, Cattani, Luca: autore"
3838,73241,Deadly Sins. I sette peccati capitali,"Cenci, Stefano: autore, Weill, Kurt: autore delle musiche, Pagliarini, Luigi: autore, Brecht, Bertolt: testo di"
3839,73242,L'ottimismo alla fine del mondo,"Cenci, Stefano: librettista, Bernstein, Leonard: compositore, Bernstein, Leonard: autore delle musiche"
3840,73243,R&amp;G Romeo &amp; Giulietta,"Prokof'ev, Sergej: autore delle musiche, Cenci, Stefano: drammaturgo, Pagliarini, Luigi: adattatore"
3841,73244,PG. Vivere come non ci fosse un domani,"Grieg, Edvard: autore delle musiche, Ibsen, Henrik: testo di, Cenci, Stefano: autore, Pagliarini, Luigi: autore"
3842,73245,Quartetto n. 1,"Haas, Georg Friedrich: compositore"
3843,73246,"Quartetto n. 3 ""Grido""","Lachenmann, Helmut Friedrich: compositore"
3844,73247,Ruggine,"Baldi, Zeno: compositore"
3845,73248,Clever Hans is introduced to Dr. Oskar Pfungst,"Panariello, Claudio: compositore"
3846,73249,Concerto in fabbrica,"Pollini, Maurizio: interprete, Rotundi, Maurizio: regia"
3847,73250,Fermentazione,"Fanticini, Fabrizio: compositore"
3848,73251,Come bestie,"Fusi, Franco: compositore"
3849,73252,Continuum,"Bigliardi, Anna: compositore"
3850,73253,Episodi,"Cattaneo, Pier Alberto: compositore"
3851,73254,Tango,"Stravinskij, Igor': compositore"
3852,73255,"Tre Notturni brillanti, vla","Sciarrino, Salvatore: compositore"
3853,73256,Novelletta,"Bussotti, Sylvano: compositore"
3854,73257,Rounds,"Berio, Luciano: compositore"
3855,73258,Wiederkehr,"Lombardi, Luca: compositore"
3856,73259,"Tre pezzi facili, pf a 4mani","Stravinskij, Igor': compositore"
3857,73260,"24 Preludes, pf, Op. 11","Skrjabin, Aleksandr: compositore"
3858,73261,"Notturno, vla,pf, re magg., op. 42","Beethoven, Ludwig van: compositore"
3859,73262,"Ala, ott(fl),cv","Petrassi, Goffredo: compositore"
3860,73263,A Rainbow in curved Air,"Riley, Terry: compositore"
3861,73264,Songbook,"Franceschini, Matteo: compositore"
3862,73265,Trilogy in Two,"Liberovici, Andrea: compositore, Liberovici, Andrea: librettista"
3863,73266,Spiral,"Stockhausen, Karlheinz: compositore"
3864,73267,Kathinkas Gesang,"Stockhausen, Karlheinz: compositore"
3865,73268,"Divertimento, archi,ob,2cor, Re, K 251","Mozart, Wolfgang Amadeus: compositore"
3866,73269,"Quartetto, pf,archi, Sol min, K 478","Mozart, Wolfgang Amadeus: compositore"
3867,73270,"Rondo, vl,pf, op. 70, Si min, D 895","Schubert, Franz: compositore"
3868,73271,"Louange à l'Immortalité de Jésus, vl,pf","Messiaen, Olivier: compositore"
3869,73272,"Viennese Rhapsodic Fantasietta, vl,pf","Kreisler, Fritz: compositore"
3870,73273,Le Grand Tango,"Piazzolla, Astor: compositore"
3871,73274,La Follia. Tema E Variazione,"Marais, Marin: compositore"
3872,73275,In croce,"Gubaidulina, Sofia: compositore"
3873,73276,"Sincrono, cl,fis","Bonilauri, Stefano: compositore"
3874,73277,"La posta in gioco?, vlc,fis","Riccardi, Riccardo: compositore"
3875,73278,"Vasti, fis","Minella, Raffaele: compositore"
3876,73279,"Secondo Diario di Viaggio, fis,sax","Colombo Taccani, Giorgio: compositore"
3877,73280,"Nienti, fis,sp","Visentin, Damiano: compositore"
3878,73281,"Concerto, vl,archi,bc, Mi Magg., RV 269, ""La primavera""","Vivaldi, Antonio: compositore"
3879,73282,"Il Cimento dell'Armonia e dell'Invenzione, op. 8","Vivaldi, Antonio: compositore"
3880,73283,"Concerto, vl,archi,bc, Sol min., RV 315, ""L'estate""","Vivaldi, Antonio: compositore"
3881,73284,"Concerto, vl,archi,bc, Fa Magg., RV 293, ""L'autunno""","Vivaldi, Antonio: compositore"
3882,73285,"Concerto, vl,archi,bc, Fa min., RV 297, ""L'inverno""","Vivaldi, Antonio: compositore"
3883,73286,"Farnace, aria: «Quell'usignolo che innamorato», ms,archi,bc","Vivaldi, Antonio: compositore"
3884,73287,"Catone in Utica, aria: «Come in vano il mare irato», ms,archi,bc","Vivaldi, Antonio: compositore"
3885,73288,"Farnace, aria: «Gelido in ogni vena», ms,archi,bc","Vivaldi, Antonio: compositore"
3886,73289,"Andromeda Liberata, aria: «Sovvente il sole risplende in cielo», ms,archi,bc","Vivaldi, Antonio: compositore"
3887,73290,"Sileant Zephyri, ms,archi,bc","Vivaldi, Antonio: compositore"
3888,73291,Filiae maestae Jerusalem,"Vivaldi, Antonio: compositore"
3889,73292,"Dorilla in Tempe: Sinfonia ""avanti l'opera"", Do Magg., archi,bc","Vivaldi, Antonio: compositore"
3890,73293,"Pulcinella, sp,tn,bs,orch","Stravinskij, Igor': compositore"
3891,73294,"Sonata, cemb, Mi Magg., K 531","Scarlatti, Domenico: compositore"
3892,73295,"Sonata, cemb, La min., K 54","Scarlatti, Domenico: compositore"
3893,73296,"Incalzando, 2pf","Zinnstag, Gérard: compositore"
3894,73297,"Discorso di Gagarin attorno alla Terra, 2pf","Lanza, Mauro: compositore"
3895,73298,"Piano Phase, 2pf","Reich, Steve: compositore"
3896,73299,Ùtera,"Marangoni, Gabriele: compositore"
3897,73300,"Abendlied, chit","Frey, Jürg: compositore"
3898,73301,50 Sächelchen,"Frey, Jürg: compositore"
3899,73302,"Mourne, Mourne, Day in with Darkness fled, sp,vla gamba,chit","Dowland, John: compositore"
3900,73303,"What if a Day, chit","Dowland, John: compositore"
3901,73304,"Time stands still, sp,vla gamba,chit","Dowland, John: compositore"
