"id";"fullpath";"published";"dcTitle";"dcDescription";"from";"to";"datetext";"Luogo rappresentazione";"Enti collegati";"Persone collegate";"Recite collegate";"Opere musicali collegate"
"56635";"/Produzioni/21-10-2017 Il trovatore (56635)";"1";"Il trovatore";"";"2017-10-27";"2017-10-27";"21/10/2017";"[
    {
        ""Id"": 187,
        ""nome"": ""Reggio Emilia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8715,
        ""nome"": ""Teatro Municipale Valli"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29700,
        ""Nome"": ""Teatro Comunale di Modena"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29716,
        ""Nome"": ""I Teatri di Reggio Emilia"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29720,
        ""Nome"": ""Teatro Verdi di Pisa"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 10398,
        ""Nome"": ""Vizioli, Stefano"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29024,
        ""Nome"": ""Marri, Franco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29023,
        ""Nome"": ""Ciammarughi, Alessandro"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62520,
        ""Nome"": ""Il trovatore"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62521,
        ""Nome"": ""Il trovatore"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 69423,
        ""Nome"": ""Il Trovatore"",
        ""Ruolo"": """"
    }
]"
"56636";"/Produzioni/2017 Locandiera B&B (56636)";"1";"Locandiera B&B";"";"2017-01-20";"2017-01-20";"2017";"[
    {
        ""Id"": 7144,
        ""nome"": ""Pistoia"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 9132,
        ""nome"": ""Teatro Manzoni"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 31371,
        ""Nome"": ""Nuovo Teatro"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31419,
        ""Nome"": ""Fondazione Teatro della Toscana"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29028,
        ""Nome"": ""Andò, Roberto"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 13245,
        ""Nome"": ""Lai, Alessandro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26669,
        ""Nome"": ""Carluccio, Gianni"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62522,
        ""Nome"": ""Locandiera B&B"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62523,
        ""Nome"": ""Locandiera B&B"",
        ""Ruolo"": """"
    }
]";"[]"
"56637";"/Produzioni/2017 Babbo Natale e la pozione delle 13 erbe (56637)";"1";"Babbo Natale e la pozione delle 13 erbe";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 30649,
        ""Nome"": ""Fondazione AIDA"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31458,
        ""Nome"": ""Ricola"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31459,
        ""Nome"": ""Comune di Verona: Assessorato all'istruzione"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 13345,
        ""Nome"": ""Latagliata, Raffaele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28836,
        ""Nome"": ""Munaretti, Antonia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29035,
        ""Nome"": ""Carli, Michele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29036,
        ""Nome"": ""Garzetta, Manuel"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29034,
        ""Nome"": ""Coppi, Andrea"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62524,
        ""Nome"": ""Babbo Natale e la pozione delle 13 erbe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62525,
        ""Nome"": ""Babbo Natale e la pozione delle 13 erbe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62589,
        ""Nome"": ""Babbo Natale e la pozione delle 13 erbe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62590,
        ""Nome"": ""Babbo Natale e la pozione delle 13 erbe"",
        ""Ruolo"": """"
    }
]";"[]"
"56638";"/Produzioni/2017 Faust (56638)";"1";"Faust";"";"2017-12-01";"2017-12-01";"2017";"[
    {
        ""Id"": 163,
        ""nome"": ""Modena"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8656,
        ""nome"": ""Teatro Comunale"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29700,
        ""Nome"": ""Teatro Comunale di Modena"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29714,
        ""Nome"": ""Teatro Municipale di Piacenza"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29716,
        ""Nome"": ""I Teatri di Reggio Emilia"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31465,
        ""Nome"": ""Anagoor"",
        ""Ruolo"": ""scene""
    }
]";"[
    {
        ""Identificativo"": 10240,
        ""Nome"": ""Diana, Lucio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29051,
        ""Nome"": ""Bragagnolo, Silvia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29050,
        ""Nome"": ""Derai, Simone"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29052,
        ""Nome"": ""Favotto, Giulio"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62528,
        ""Nome"": ""Faust"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62529,
        ""Nome"": ""Faust"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 71077,
        ""Nome"": ""Faust"",
        ""Ruolo"": """"
    }
]"
"56639";"/Produzioni/2016 A ritrovar le storie (56639)";"1";"A ritrovar le storie";"";"2016-01-01";"2016-01-31";"2016";"[]";"[
    {
        ""Identificativo"": 31139,
        ""Nome"": ""Teatro dell'Orsa"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 26433,
        ""Nome"": ""Tanzi, Franco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29068,
        ""Nome"": ""Manghi, Lucia"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62537,
        ""Nome"": ""A ritrovar le storie"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62538,
        ""Nome"": ""A ritrovar le storie"",
        ""Ruolo"": """"
    }
]";"[]"
"56640";"/Produzioni/Le mille bolle magiche (56640)";"1";"Le mille bolle magiche";"Silvia Gaffurini Bubbles Emotions (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 31467,
        ""Nome"": ""Silvia Gaffurini Bubbles Emotions"",
        ""Ruolo"": ""produzione""
    }
]";"[]";"[
    {
        ""Identificativo"": 62539,
        ""Nome"": ""Le mille bolle magiche"",
        ""Ruolo"": """"
    }
]";"[]"
"56641";"/Produzioni/2017 Father and son (56641)";"1";"Father and son";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 29710,
        ""Nome"": ""Teatro dell'Archivolto"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 10275,
        ""Nome"": ""Gallione, Giorgio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12372,
        ""Nome"": ""Fiorato, Guido"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 23448,
        ""Nome"": ""Mantovani, Aldo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 12373,
        ""Nome"": ""Silvestri, Paolo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62540,
        ""Nome"": ""Father and son"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62541,
        ""Nome"": ""Father and son"",
        ""Ruolo"": """"
    }
]";"[]"
"56642";"/Produzioni/2017 Enrico IV (56642)";"1";"Enrico IV";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 31403,
        ""Nome"": ""Marche Teatro"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 31673,
        ""Nome"": ""Cecchi, Carlo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11863,
        ""Nome"": ""Tramonti, Sergio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11930,
        ""Nome"": ""Cecchi, Nanà"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29073,
        ""Nome"": ""Piccioni, Camilla"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62542,
        ""Nome"": ""Enrico IV"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62543,
        ""Nome"": ""Enrico IV"",
        ""Ruolo"": """"
    }
]";"[]"
"56643";"/Produzioni/Giulio Cesare (56643)";"1";"Giulio Cesare";"";"";"";"";"[]";"[
    {
        ""Identificativo"": 29772,
        ""Nome"": ""TSV Teatro Stabile del Veneto"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29078,
        ""Nome"": ""Perosa, Sergio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29079,
        ""Nome"": ""Rigola, Alex"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29090,
        ""Nome"": ""Delagneau, Silvia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28399,
        ""Nome"": ""Marquerie, Carlos"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29089,
        ""Nome"": ""Glaenzel, Max"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62544,
        ""Nome"": ""Giulio Cesare"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62545,
        ""Nome"": ""Giulio Cesare"",
        ""Ruolo"": """"
    }
]";"[]"
"56644";"/Produzioni/2017 Boxe Boxe Brasil (56644)";"1";"Boxe Boxe Brasil";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 29852,
        ""Nome"": ""Compagnie Käfig CCN de Créteil et du Val-de Marne"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 27669,
        ""Nome"": ""Merzouki, Mourad"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 27674,
        ""Nome"": ""Lebreton, Benjamin"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29091,
        ""Nome"": ""Carpentier, Emilie"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 27673,
        ""Nome"": ""Tivoli, Yoann"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62546,
        ""Nome"": ""Compagnie Käfig"",
        ""Ruolo"": """"
    }
]";"[]"
"56645";"/Produzioni/2017 I New Then (56645)";"1";"I New Then";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 29830,
        ""Nome"": ""Nederlands Dans Theater"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 19460,
        ""Nome"": ""Inger, Johan"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29096,
        ""Nome"": ""Balen, Bregje van"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28407,
        ""Nome"": ""Visser, Tom"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62547,
        ""Nome"": ""Nederlands Dans Theater 2"",
        ""Ruolo"": """"
    }
]";"[]"
"56646";"/Produzioni/Mutual confort (56646)";"1";"Mutual confort";"Nederlands Dans Theater (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29830,
        ""Nome"": ""Nederlands Dans Theater"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 28407,
        ""Nome"": ""Visser, Tom"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 26069,
        ""Nome"": ""Clug, Edward"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62547,
        ""Nome"": ""Nederlands Dans Theater 2"",
        ""Ruolo"": """"
    }
]";"[]"
"56647";"/Produzioni/Midnight Raga (56647)";"1";"Midnight Raga";"Nederlands Dans Theater (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29830,
        ""Nome"": ""Nederlands Dans Theater"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29099,
        ""Nome"": ""Haberland, Udo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29094,
        ""Nome"": ""Goecke, Marco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29097,
        ""Nome"": ""Kadel, Nadja"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62547,
        ""Nome"": ""Nederlands Dans Theater 2"",
        ""Ruolo"": """"
    }
]";"[]"
"56648";"/Produzioni/SH-BOOM! (56648)";"1";"SH-BOOM!";"Nederlands Dans Theater (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29830,
        ""Nome"": ""Nederlands Dans Theater"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 13353,
        ""Nome"": ""Bevoort, Tom"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 23830,
        ""Nome"": ""Lightfoot, Paul"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 23831,
        ""Nome"": ""León, Sol"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62547,
        ""Nome"": ""Nederlands Dans Theater 2"",
        ""Ruolo"": """"
    }
]";"[]"
"56649";"/Produzioni/2017 Grande Fugue (56649)";"1";"Grande Fugue";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 29679,
        ""Nome"": ""Ballet de l'Opéra National de Lyon"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 11014,
        ""Nome"": ""Drillot, Dominique"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62548,
        ""Nome"": ""Ballet de l'Opéra de Lyon.\r\nTrois Grandes Fugues"",
        ""Ruolo"": """"
    }
]";"[]"
"56650";"/Produzioni/1992 Die Grosse Fuge (56650)";"1";"Die Grosse Fuge";"";"1992-02-02";"1992-02-02";"1992";"[
    {
        ""Id"": 8302,
        ""nome"": ""Bruxelles"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 88793,
        ""nome"": ""Les Halles de Schaerbeek"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29679,
        ""Nome"": ""Ballet de l'Opéra National de Lyon"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29102,
        ""Nome"": ""Rosas"",
        ""Ruolo"": ""costumi""
    }
]";"[
    {
        ""Identificativo"": 29100,
        ""Nome"": ""Ducourt, Jean-Luc"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29101,
        ""Nome"": ""Lamers, Jan Joris"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62548,
        ""Nome"": ""Ballet de l'Opéra de Lyon.\r\nTrois Grandes Fugues"",
        ""Ruolo"": """"
    }
]";"[]"
"56651";"/Produzioni/2017 Grosse Fugue (56651)";"1";"Grosse Fugue";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 29679,
        ""Nome"": ""Ballet de l'Opéra National de Lyon"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 17110,
        ""Nome"": ""Cloupet, Chantal"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 17111,
        ""Nome"": ""Renard, François"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62548,
        ""Nome"": ""Ballet de l'Opéra de Lyon.\r\nTrois Grandes Fugues"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 64074,
        ""Nome"": ""MM Contemporary Dance Company"",
        ""Ruolo"": """"
    }
]";"[]"
"56652";"/Produzioni/Wolf (56652)";"1";"Wolf";"";"";"";"";"[]";"[]";"[
    {
        ""Identificativo"": 28487,
        ""Nome"": ""Shechter, Hofesh"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62549,
        ""Nome"": ""Aterballetto"",
        ""Ruolo"": """"
    }
]";"[]"
"56653";"/Produzioni/Non sapevano dove lasciarmi... (56653)";"1";"Non sapevano dove lasciarmi...";"Aterballetto, Reggio Emilia (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29463,
        ""Nome"": ""Aterballetto"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 26229,
        ""Nome"": ""Morganti, Cristiana"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28131,
        ""Nome"": ""Messori, Francesca"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10103,
        ""Nome"": ""Cerri, Carlo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62549,
        ""Nome"": ""Aterballetto"",
        ""Ruolo"": """"
    }
]";"[]"
"56654";"/Produzioni/Toni Sartana e le streghe di Badgad (56654)";"1";"Toni Sartana e le streghe di Badgad";"Teatro stabile del Veneto, Carlo Goldoni (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29772,
        ""Nome"": ""TSV Teatro Stabile del Veneto"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 27537,
        ""Nome"": ""Balasso, Natalino"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29106,
        ""Nome"": ""Salvagnin, Lauretta"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10241,
        ""Nome"": ""Tarasco, Roberto"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62550,
        ""Nome"": ""Toni Sartana e le streghe di Badgad. \r\nLa Cativìssima capitolo II"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62551,
        ""Nome"": ""Toni Sartana e le streghe di Badgad. \r\nLa Cativìssima capitolo II"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62552,
        ""Nome"": ""Toni Sartana e le streghe di Badgad. \r\nLa Cativìssima capitolo II"",
        ""Ruolo"": """"
    }
]";"[]"
"56655";"/Produzioni/La Fresque (56655)";"1";"La Fresque";"Ballet Preljocaj (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 29757,
        ""Nome"": ""Ballet Preljocaj"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31468,
        ""Nome"": ""Constance Guisset Studio"",
        ""Ruolo"": ""scene""
    }
]";"[
    {
        ""Identificativo"": 13547,
        ""Nome"": ""Alaïa, Azzedine"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29107,
        ""Nome"": ""Soyer, Eric"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62553,
        ""Nome"": ""Compagnie Preljocaj.\nLa Fresque"",
        ""Ruolo"": """"
    }
]";"[]"
"56656";"/Produzioni/2017 Il casellante (56656)";"1";"Il casellante";"";"2017-01-01";"2017-01-31";"2017";"[]";"[
    {
        ""Identificativo"": 30185,
        ""Nome"": ""Teatro Carcano"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31278,
        ""Nome"": ""Promo Music"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31469,
        ""Nome"": ""Comune di Caltanissetta"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29110,
        ""Nome"": ""Dipasquale, Giuseppe"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 17633,
        ""Nome"": ""Savi, Elisa"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11533,
        ""Nome"": ""Grasso, Giovanni"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29113,
        ""Nome"": ""Incudine, Mario"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29116,
        ""Nome"": ""Vasta, Antonio"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62554,
        ""Nome"": ""Il casellante"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62555,
        ""Nome"": ""Il casellante"",
        ""Ruolo"": """"
    }
]";"[]"
"56657";"/Produzioni/2018 Il Trittico (56657)";"1";"Il Trittico";"";"2018-01-26";"2018-01-26";"2018";"[
    {
        ""Id"": 163,
        ""nome"": ""Modena"",
        ""relazione"": ""luogo della prima rappresentazione/esecuzione""
    },
    {
        ""Id"": 8654,
        ""nome"": ""Teatro Comunale"",
        ""relazione"": ""edificio della prima rappresentazione/esecuzione""
    }
]";"[
    {
        ""Identificativo"": 29700,
        ""Nome"": ""Teatro Comunale di Modena"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29713,
        ""Nome"": ""Teatro Comunale di Ferrara"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29714,
        ""Nome"": ""Teatro Municipale di Piacenza"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 29716,
        ""Nome"": ""I Teatri di Reggio Emilia"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 11929,
        ""Nome"": ""Pezzoli, Cristina"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 23858,
        ""Nome"": ""Falaschi, Gianluca"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 10344,
        ""Nome"": ""Accetta, Cesare"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 17001,
        ""Nome"": ""Andrico, Giacomo"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62556,
        ""Nome"": ""Il Trittico: Il Tabarro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63158,
        ""Nome"": ""Il Trittico: Suor Angelica"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63159,
        ""Nome"": ""Il Trittico: Gianni Schicchi"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63160,
        ""Nome"": ""Il Trittico: Il Tabarro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63161,
        ""Nome"": ""Il Trittico: Suor Angelica"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 63162,
        ""Nome"": ""Il Trittico: Gianni Schicchi"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 71271,
        ""Nome"": ""Il Tabarro"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 71270,
        ""Nome"": ""Suor Angelica"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 71171,
        ""Nome"": ""Gianni Schicchi"",
        ""Ruolo"": """"
    }
]"
"56658";"/Produzioni/Paradiso (56658)";"1";"Paradiso";"Piccionaia, La (EN-); Babilonia Teatri (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30641,
        ""Nome"": ""La Piccionaia"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31360,
        ""Nome"": ""Babilonia Teatri"",
        ""Ruolo"": ""produzione,luci,scene""
    }
]";"[
    {
        ""Identificativo"": 29143,
        ""Nome"": ""Sciammarella, Marco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29144,
        ""Nome"": ""Damiano, Claudio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29145,
        ""Nome"": ""Pensa, Carlo"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 28169,
        ""Nome"": ""Piccoli, Franca"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62557,
        ""Nome"": ""Paradiso"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62558,
        ""Nome"": ""Paradiso"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62559,
        ""Nome"": ""Paradiso"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62560,
        ""Nome"": ""Paradiso"",
        ""Ruolo"": """"
    }
]";"[]"
"56659";"/Produzioni/La strana coppia (56659)";"1";"La strana coppia";"Pragma S.r.L. (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 31470,
        ""Nome"": ""Pragma Srl"",
        ""Ruolo"": ""produzione""
    }
]";"[
    {
        ""Identificativo"": 29151,
        ""Nome"": ""Conti, Roberta"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29150,
        ""Nome"": ""Squiteri, Pasquale"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29153,
        ""Nome"": ""Mastellone, Antonio"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29152,
        ""Nome"": ""Gaudiomonte, Michele"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 11665,
        ""Nome"": ""Garofalo, Bruno"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62561,
        ""Nome"": ""La strana coppia"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62562,
        ""Nome"": ""La strana coppia"",
        ""Ruolo"": """"
    }
]";"[]"
"56660";"/Produzioni/La paranza dei bambini (56660)";"1";"La paranza dei bambini";"Mismaonda (EN-); Nuovo Teatro Sanit&agrave; (EN-); Marche Teatro (EN-); Teatro Carcano, Milano (EN-)";"";"";"";"[]";"[
    {
        ""Identificativo"": 30185,
        ""Nome"": ""Teatro Carcano"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31305,
        ""Nome"": ""Mismaonda"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31403,
        ""Nome"": ""Marche Teatro"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31472,
        ""Nome"": ""Nuovo Teatro Sanità"",
        ""Ruolo"": ""produzione""
    },
    {
        ""Identificativo"": 31471,
        ""Nome"": ""0770"",
        ""Ruolo"": ""costumi""
    }
]";"[
    {
        ""Identificativo"": 29167,
        ""Nome"": ""Grieco, Tommy"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29155,
        ""Nome"": ""Gelardi, Mario"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29168,
        ""Nome"": ""Summonte, Paco"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 29166,
        ""Nome"": ""Alovisi, Armando"",
        ""Ruolo"": """"
    }
]";"[
    {
        ""Identificativo"": 62563,
        ""Nome"": ""La paranza dei bambini"",
        ""Ruolo"": """"
    },
    {
        ""Identificativo"": 62564,
        ""Nome"": ""La paranza dei bambini"",
        ""Ruolo"": """"
    }
]";"[]"
