production_id,credit_type,person_id,person_name,person_role,work_title,performance_start_date,performance_end_date,year,date_text,first_location,first_venue,related_work_id,source_id
32476,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Maria Stuarda,1977-01-07,1977-01-23,1977,07-01-1977 - 23-01-1977,Firenze,Teatro Comunale,40086,object_id_3440
32476,technical,10002,"Trono Rancati, Roma",Attrezzeria,Maria Stuarda,1977-01-07,1977-01-23,1977,07-01-1977 - 23-01-1977,Firenze,Teatro Comunale,40086,object_id_3440
32476,technical,8588,Casa d’arte Cerratelli,Sartoria,Maria Stuarda,1977-01-07,1977-01-23,1977,07-01-1977 - 23-01-1977,Firenze,Teatro Comunale,40086,object_id_3440
32476,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Maria Stuarda,1977-01-07,1977-01-23,1977,07-01-1977 - 23-01-1977,Firenze,Teatro Comunale,40086,object_id_3440
32476,technical,10001,"Gubellini, Bologna",Parrucche,Maria Stuarda,1977-01-07,1977-01-23,1977,07-01-1977 - 23-01-1977,Firenze,Teatro Comunale,40086,object_id_3440
32477,artistic,11601,Dario Dalla Corte,Regista,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32477,artistic,9259,Giuliana Barabaschi,Coreografo,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32477,artistic,11602,Luciano Cavallotti,Costumista,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32477,artistic,11603,Arrigo Bondini,Costumista,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32477,technical,8418,"Pedrazzoli, Milano",Calzature,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32477,technical,7159,"Mario Audello, Torino",Parrucche,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32477,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Traviata,1977-05-17,1977-06-16,1977,17-05-1977 - 16-06-1977,Torino,Teatro Regio,,object_id_3449
32478,artistic,10386,Carlo Rapp,"Costumista,Regista,Scenografo",Rigoletto,1977-09-18,1977-09-29,1977,18-09-1977 - 29-09-1977,Torino,Teatro Regio,42015,object_id_3465
32478,artistic,8996,Sara Acquarone,Coreografo,Rigoletto,1977-09-18,1977-09-29,1977,18-09-1977 - 29-09-1977,Torino,Teatro Regio,42015,object_id_3465
32478,technical,6441,"Teatro Regio, Torino",Sartoria,Rigoletto,1977-09-18,1977-09-29,1977,18-09-1977 - 29-09-1977,Torino,Teatro Regio,42015,object_id_3465
32479,artistic,11593,Mikhail Godenko,Coreografo,Complesso Accademico di Stato di danze della Siberia Krasnojarsk,1977-09-30,1977-10-02,1977,30-09-1977 - 02-10-1977,Torino,Teatro Regio,,object_id_3472
32479,artistic,11592,Arkady Kondakov,Assistente alla coreografia,Complesso Accademico di Stato di danze della Siberia Krasnojarsk,1977-09-30,1977-10-02,1977,30-09-1977 - 02-10-1977,Torino,Teatro Regio,,object_id_3472
32479,artistic,11596,E. Axelrod,Costumista,Complesso Accademico di Stato di danze della Siberia Krasnojarsk,1977-09-30,1977-10-02,1977,30-09-1977 - 02-10-1977,Torino,Teatro Regio,,object_id_3472
32479,artistic,11597,B. Knoblok,Costumista,Complesso Accademico di Stato di danze della Siberia Krasnojarsk,1977-09-30,1977-10-02,1977,30-09-1977 - 02-10-1977,Torino,Teatro Regio,,object_id_3472
32479,artistic,11598,V. Mamontov,Costumista,Complesso Accademico di Stato di danze della Siberia Krasnojarsk,1977-09-30,1977-10-02,1977,30-09-1977 - 02-10-1977,Torino,Teatro Regio,,object_id_3472
32480,artistic,11590,Pierre Saveron,Luci,Requiem. Malédictions et Lumières,1977-10-07,1977-10-11,1977,07-10-1977 - 11-10-1977,Torino,Teatro Regio,,object_id_3476
32480,artistic,10222,Joseph Russillo,Costumista,Requiem. Malédictions et Lumières,1977-10-07,1977-10-11,1977,07-10-1977 - 11-10-1977,Torino,Teatro Regio,,object_id_3476
32480,artistic,11589,Mine Vergez,Costumista,Requiem. Malédictions et Lumières,1977-10-07,1977-10-11,1977,07-10-1977 - 11-10-1977,Torino,Teatro Regio,,object_id_3476
32480,artistic,11588,Roland De Livry,Assistente ai costumi,Requiem. Malédictions et Lumières,1977-10-07,1977-10-11,1977,07-10-1977 - 11-10-1977,Torino,Teatro Regio,,object_id_3476
32480,artistic,11591,Raymond Bleger,Assistente ai costumi,Requiem. Malédictions et Lumières,1977-10-07,1977-10-11,1977,07-10-1977 - 11-10-1977,Torino,Teatro Regio,,object_id_3476
32480,technical,6498,"Théâtre National de Chaillot, Parigi",Sartoria,Requiem. Malédictions et Lumières,1977-10-07,1977-10-11,1977,07-10-1977 - 11-10-1977,Torino,Teatro Regio,,object_id_3476
32481,artistic,3755,George Balanchine,Coreografo,Sinfonia in do,1977-10-14,1977-10-16,1977,14-10-1977 - 16-10-1977,Torino,Teatro Regio,,object_id_3480
32482,artistic,11577,Monika Hentze,Coreografo,Onieghin,1977-10-21,1977-10-23,1977,21-10-1977 - 23-10-1977,Torino,Teatro Regio,42504,object_id_3484
32483,artistic,9048,John Taras,Coreografo,Sonnambula,1977-12-21,1977-12-21,1977,21-12-1977 - 21-12-1977,Torino,Teatro Regio,,object_id_3489
32483,artistic,10447,André Delfau,Costumista,Sonnambula,1977-12-21,1977-12-21,1977,21-12-1977 - 21-12-1977,Torino,Teatro Regio,,object_id_3489
32483,technical,7522,"Grand Théâtre, Ginevra","Realizzazione,Sartoria",Sonnambula,1977-12-21,1977-12-21,1977,21-12-1977 - 21-12-1977,Torino,Teatro Regio,,object_id_3489
32484,artistic,9253,András Mikó,Regista,Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32484,artistic,9254,Milorad Mišković,Coreografo,Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32484,artistic,9255,Mischa Scandella,"Costumista,Scenografo",Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32484,technical,6441,"Teatro Regio, Torino",Parrucche,Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32484,technical,8588,Casa d’arte Cerratelli,Sartoria,Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32484,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32484,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Macbeth,1977-11-24,1977-12-30,1977,24-11-1977 - 30-12-1977,Torino,Teatro Regio,,object_id_3497
32485,artistic,6929,Michail Fokin,Coreografo,Morte del cigno,1977-12-21,1978-01-15,1977,21-12-1977 - 15-01-1978,Torino,Teatro Regio,,object_id_3511
32486,artistic,8983,Flavio Ambrosini,Regista,Elegia per giovani amanti,1978-01-20,1978-02-04,1978,20-01-1978 - 04-02-1978,Torino,Teatro Regio,42121,object_id_3519
32486,artistic,9213,Michele Canzoneri,"Costumista,Scenografo",Elegia per giovani amanti,1978-01-20,1978-02-04,1978,20-01-1978 - 04-02-1978,Torino,Teatro Regio,42121,object_id_3519
32486,technical,6441,"Teatro Regio, Torino","Sartoria,Parrucche",Elegia per giovani amanti,1978-01-20,1978-02-04,1978,20-01-1978 - 04-02-1978,Torino,Teatro Regio,42121,object_id_3519
32486,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Elegia per giovani amanti,1978-01-20,1978-02-04,1978,20-01-1978 - 04-02-1978,Torino,Teatro Regio,42121,object_id_3519
32486,technical,8418,"Pedrazzoli, Milano",Calzature,Elegia per giovani amanti,1978-01-20,1978-02-04,1978,20-01-1978 - 04-02-1978,Torino,Teatro Regio,42121,object_id_3519
32486,technical,11564,"Scenopam, Roma",Realizzazione,Elegia per giovani amanti,1978-01-20,1978-02-04,1978,20-01-1978 - 04-02-1978,Torino,Teatro Regio,42121,object_id_3519
32487,artistic,9253,András Mikó,Regista,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32487,artistic,21056,Raffaele Del Savio,Scenografo,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32487,technical,6441,"Teatro Regio, Torino",Parrucche,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32487,technical,11611,"Teatro Comunale, Firenze",Realizzazione,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32487,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32487,technical,8418,"Pedrazzoli, Milano",Calzature,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32487,technical,7156,"Teatro di San Carlo, Napoli",Sartoria,Tosca,1978-02-14,1978-03-19,1978,14-02-1978 - 19-03-1978,Torino,Teatro Regio,40256,object_id_3528
32488,artistic,9297,Luigi Rognoni,Regista,Corregidor,1978-03-08,1978-04-02,1978,08-03-1978 - 02-04-1978,Torino,Teatro Regio,,object_id_3542
32488,artistic,6251,Paolo Bregni,"Costumista,Scenografo",Corregidor,1978-03-08,1978-04-02,1978,08-03-1978 - 02-04-1978,Torino,Teatro Regio,,object_id_3542
32488,technical,6441,"Teatro Regio, Torino",Parrucche,Corregidor,1978-03-08,1978-04-02,1978,08-03-1978 - 02-04-1978,Torino,Teatro Regio,,object_id_3542
32488,technical,8999,"Casa d’Arte Fiore, Milano",Sartoria,Corregidor,1978-03-08,1978-04-02,1978,08-03-1978 - 02-04-1978,Torino,Teatro Regio,,object_id_3542
32488,technical,8418,"Pedrazzoli, Milano",Calzature,Corregidor,1978-03-08,1978-04-02,1978,08-03-1978 - 02-04-1978,Torino,Teatro Regio,,object_id_3542
32488,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Corregidor,1978-03-08,1978-04-02,1978,08-03-1978 - 02-04-1978,Torino,Teatro Regio,,object_id_3542
32489,artistic,3918,Pier Luigi Pizzi,"Costumista,Regista,Scenografo",Don Giovanni,1978-03-31,1978-04-20,1978,31-03-1978 - 20-04-1978,Torino,Teatro Regio,40194,object_id_3549
32489,technical,9313,"Firenze Scena, Calenzano",Realizzazione,Don Giovanni,1978-03-31,1978-04-20,1978,31-03-1978 - 20-04-1978,Torino,Teatro Regio,40194,object_id_3549
32489,technical,7166,"Tirelli, Roma",Sartoria,Don Giovanni,1978-03-31,1978-04-20,1978,31-03-1978 - 20-04-1978,Torino,Teatro Regio,40194,object_id_3549
32489,technical,7167,"Pompei 2000, Roma",Calzature,Don Giovanni,1978-03-31,1978-04-20,1978,31-03-1978 - 20-04-1978,Torino,Teatro Regio,40194,object_id_3549
32489,technical,7159,"Mario Audello, Torino",Parrucche,Don Giovanni,1978-03-31,1978-04-20,1978,31-03-1978 - 20-04-1978,Torino,Teatro Regio,40194,object_id_3549
32489,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Don Giovanni,1978-03-31,1978-04-20,1978,31-03-1978 - 20-04-1978,Torino,Teatro Regio,40194,object_id_3549
32490,artistic,9303,Giovanni Poli,Regista,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,artistic,9255,Mischa Scandella,"Costumista,Scenografo",Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,artistic,11576,Francesco Crivellini,Assistente ai costumi,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,technical,6441,"Teatro Regio, Torino",Parrucche,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,technical,7173,"Farani, Roma",Sartoria,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32490,technical,7159,"Mario Audello, Torino",Parrucche,Amore delle tre melarance,1978-04-28,1978-05-26,1978,28-04-1978 - 26-05-1978,Torino,Teatro Regio,,object_id_3557
32491,artistic,11574,Giulio Chazalettes,Regista,Barbiere di Siviglia,1978-05-16,1978-06-13,1978,16-05-1978 - 13-06-1978,Torino,Teatro Regio,,object_id_3570
32491,artistic,7757,Gianfranco Ventura,Regista,Barbiere di Siviglia,1978-05-16,1978-06-13,1978,16-05-1978 - 13-06-1978,Torino,Teatro Regio,,object_id_3570
32491,artistic,3949,Ulisse Santicchi,"Costumista,Scenografo",Barbiere di Siviglia,1978-05-16,1978-06-13,1978,16-05-1978 - 13-06-1978,Torino,Teatro Regio,,object_id_3570
32491,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Barbiere di Siviglia,1978-05-16,1978-06-13,1978,16-05-1978 - 13-06-1978,Torino,Teatro Regio,,object_id_3570
32491,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Barbiere di Siviglia,1978-05-16,1978-06-13,1978,16-05-1978 - 13-06-1978,Torino,Teatro Regio,,object_id_3570
32491,technical,7159,"Mario Audello, Torino",Parrucche,Barbiere di Siviglia,1978-05-16,1978-06-13,1978,16-05-1978 - 13-06-1978,Torino,Teatro Regio,,object_id_3570
32492,artistic,10386,Carlo Rapp,"Costumista,Regista,Scenografo",Madama Butterfly,1978-09-22,1978-10-03,1978,22-09-1978 - 03-10-1978,Torino,Teatro Regio,40248,object_id_3584
32492,technical,6441,"Teatro Regio, Torino","Attrezzeria,Calzature,Sartoria,Parrucche",Madama Butterfly,1978-09-22,1978-10-03,1978,22-09-1978 - 03-10-1978,Torino,Teatro Regio,40248,object_id_3584
32493,artistic,10279,Mats Ek,"Costumista,Luci",Soweto,1978-10-06,1978-10-08,1978,06-10-1978 - 08-10-1978,Torino,Teatro Regio,,object_id_3591
32494,artistic,10403,Tim Novick,Luci,Speeds,1978-10-13,1978-10-15,1978,13-10-1978 - 15-10-1978,Torino,Teatro Regio,,object_id_3595
32494,technical,10401,Jennifer Muller and The Works,Sartoria,Speeds,1978-10-13,1978-10-15,1978,13-10-1978 - 15-10-1978,Torino,Teatro Regio,,object_id_3595
32495,artistic,6665,Walter Nobbe,"Costumista,Scenografo",Sinfonietta,1978-10-20,1978-10-22,1978,20-10-1978 - 22-10-1978,Torino,Teatro Regio,,object_id_3599
32495,artistic,5997,Joop Caboort,Luci,Sinfonietta,1978-10-20,1978-10-22,1978,20-10-1978 - 22-10-1978,Torino,Teatro Regio,,object_id_3599
32496,technical,21059,London Festival Ballet,"Realizzazione,Sartoria",Schiaccianoci,1978-10-27,1978-10-29,1978,27-10-1978 - 29-10-1978,Torino,Teatro Regio,,object_id_3603
32497,artistic,9169,Aleksandar Augustinčić,Scenografo,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,artistic,9168,Zlata Bašić,Coreografo,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,technical,6441,"Teatro Regio, Torino",Realizzazione,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,technical,8680,Scenografia oggi,Realizzazione,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,technical,8999,"Casa d’Arte Fiore, Milano",Sartoria,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,technical,8418,"Pedrazzoli, Milano",Calzature,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,technical,7159,"Mario Audello, Torino",Parrucche,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32497,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Boris Godunov,1978-11-23,1978-12-22,1978,23-11-1978 - 22-12-1978,Torino,Teatro Regio,40207,object_id_3608
32498,technical,21059,London Festival Ballet,"Realizzazione,Sartoria",Schiaccianoci,1978-10-27,1979-03-18,1978,27-10-1978 - 18-03-1979,Torino,Teatro Regio,,object_id_3620
32499,artistic,5981,Mario Missiroli,Regista,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32499,artistic,9213,Michele Canzoneri,Scenografo,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32499,artistic,4007,Nicola Rubertelli,Scenografo,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32499,artistic,9214,Dory Bignotti,Costumista,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32499,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32499,technical,7173,"Farani, Roma",Sartoria,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32499,technical,8418,"Pedrazzoli, Milano",Calzature,Castello del principe Barbablù,1978-12-21,1979-01-14,1978,21-12-1978 - 14-01-1979,Torino,Teatro Regio,,object_id_3637
32500,artistic,5482,Marco Parodi,Regista,Pelléas et Mélisande,1979-01-26,1979-02-10,1979,26-01-1979 - 10-02-1979,Torino,Teatro Regio,40514,object_id_3646
32500,artistic,7089,Rouben Ter-Arutunian,"Costumista,Scenografo",Pelléas et Mélisande,1979-01-26,1979-02-10,1979,26-01-1979 - 10-02-1979,Torino,Teatro Regio,40514,object_id_3646
32500,technical,10521,"Calzature artistiche Sacchi, Firenze",Calzature,Pelléas et Mélisande,1979-01-26,1979-02-10,1979,26-01-1979 - 10-02-1979,Torino,Teatro Regio,40514,object_id_3646
32500,technical,7159,"Mario Audello, Torino",Parrucche,Pelléas et Mélisande,1979-01-26,1979-02-10,1979,26-01-1979 - 10-02-1979,Torino,Teatro Regio,40514,object_id_3646
32501,artistic,7547,Ugo Gregoretti,Regista,Italiana in Algeri,1979-02-23,1979-03-17,1979,23-02-1979 - 17-03-1979,Torino,Teatro Regio,,object_id_3655
32501,artistic,7220,Eugenio Guglielminetti,"Costumista,Scenografo",Italiana in Algeri,1979-02-23,1979-03-17,1979,23-02-1979 - 17-03-1979,Torino,Teatro Regio,,object_id_3655
32501,technical,10801,"Carlo Rubechini, Firenze",Attrezzeria,Italiana in Algeri,1979-02-23,1979-03-17,1979,23-02-1979 - 17-03-1979,Torino,Teatro Regio,,object_id_3655
32501,technical,7173,"Farani, Roma",Sartoria,Italiana in Algeri,1979-02-23,1979-03-17,1979,23-02-1979 - 17-03-1979,Torino,Teatro Regio,,object_id_3655
32501,technical,11564,"Scenopam, Roma",Realizzazione,Italiana in Algeri,1979-02-23,1979-03-17,1979,23-02-1979 - 17-03-1979,Torino,Teatro Regio,,object_id_3655
32501,technical,8418,"Pedrazzoli, Milano",Calzature,Italiana in Algeri,1979-02-23,1979-03-17,1979,23-02-1979 - 17-03-1979,Torino,Teatro Regio,,object_id_3655
32502,artistic,8485,Sylvano Bussotti,"Regista,Scenografo",Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,artistic,11572,Stefano Piacenti,Assistente alla regia,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,artistic,7677,Francesco Zito,Assistente alle scene,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,technical,6441,"Teatro Regio, Torino",Parrucche,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,technical,11573,"Ranchetti, Milano",Realizzazione,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,technical,8999,"Casa d’Arte Fiore, Milano",Sartoria,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,technical,8418,"Pedrazzoli, Milano",Calzature,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,technical,7159,"Mario Audello, Torino",Parrucche,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32502,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Simon Boccanegra,1979-04-03,1979-04-24,1979,03-04-1979 - 24-04-1979,Torino,Teatro Regio,40636,object_id_3665
32503,artistic,9244,Charles Hamilton,Regista,Salome,1979-05-02,1979-05-26,1979,02-05-1979 - 26-05-1979,Torino,Teatro Regio,42114,object_id_3676
32503,artistic,7938,Romayne Grigorova,Coreografo,Salome,1979-05-02,1979-05-26,1979,02-05-1979 - 26-05-1979,Torino,Teatro Regio,42114,object_id_3676
32503,artistic,9245,Andrzej Majewski,"Costumista,Scenografo",Salome,1979-05-02,1979-05-26,1979,02-05-1979 - 26-05-1979,Torino,Teatro Regio,42114,object_id_3676
32503,technical,6443,"Royal Opera House Covent Garden, Londra","Realizzazione,Sartoria",Salome,1979-05-02,1979-05-26,1979,02-05-1979 - 26-05-1979,Torino,Teatro Regio,42114,object_id_3676
32504,artistic,3692,Alberto Fassini,Regista,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,artistic,4439,Pier Luigi Samaritani,Scenografo,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,artistic,7789,David Walker,Costumista,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,technical,6441,"Teatro Regio, Torino",Parrucche,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,technical,8999,"Casa d’Arte Fiore, Milano",Sartoria,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,technical,8418,"Pedrazzoli, Milano",Calzature,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,technical,7159,"Mario Audello, Torino",Parrucche,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32504,technical,7161,"Rancati, Cornaredo (MI)",Attrezzeria,Lucia di Lammermoor,1979-05-25,1979-06-19,1979,25-05-1979 - 19-06-1979,Torino,Teatro Regio,40083,object_id_3685
32505,artistic,5988,Lorenzo Ghiglia,"Costumista,Scenografo",Bohème,1979-10-02,1979-10-14,1979,02-10-1979 - 14-10-1979,Torino,Teatro Regio,,object_id_3699
32505,technical,7156,"Teatro di San Carlo, Napoli","Realizzazione,Sartoria",Bohème,1979-10-02,1979-10-14,1979,02-10-1979 - 14-10-1979,Torino,Teatro Regio,,object_id_3699
32506,artistic,8972,Enrico D’Assia,Scenografo,Lago dei cigni,1979-10-19,1979-10-25,1979,19-10-1979 - 25-10-1979,Torino,Teatro Regio,,object_id_3734
