"id";"fullpath";"dcTitle"
"9941";"/Persone/Foppa, Giuseppe Maria (9941)";"Foppa, Giuseppe Maria"
"9942";"/Persone/Anelli, Angelo (9942)";"Anelli, Angelo"
"9943";"/Persone/Labò, Flaviano (9943)";"Labò, Flaviano"
"9944";"/Persone/Hahn, Reynaldo (9944)";"Hahn, Reynaldo"
"9945";"/Persone/Wolf, Hugo (9945)";"Wolf, Hugo"
"9946";"/Persone/Roni, Luigi (9946)";"Roni, Luigi"
"9947";"/Persone/Lemaire, Ferdinand (9947)";"Lemaire, Ferdinand"
"9948";"/Persone/Goetze, Walter W. (9948)";"Goetze, Walter W."
"9949";"/Persone/Downes, Edward (9949)";"Downes, Edward"
"9950";"/Persone/Domingo, Placido (9950)";"Domingo, Placido"
"9951";"/Persone/Tatum, Nancy (9951)";"Tatum, Nancy"
"9952";"/Persone/Gonzales, Carmen (9952)";"Gonzales, Carmen"
"9953";"/Persone/Rudel, Julius (9953)";"Rudel, Julius"
"9954";"/Persone/Gregor, Bohumil (9954)";"Gregor, Bohumil"
"9955";"/Persone/Rossi, Salomone (9955)";"Rossi, Salomone"
"9956";"/Persone/Giovaninetti, Reynald (9956)";"Giovaninetti, Reynald"
"9957";"/Persone/Ceccato, Aldo (9957)";"Ceccato, Aldo"
"9958";"/Persone/Ricciarelli, Katia (9958)";"Ricciarelli, Katia"
"9959";"/Persone/Brecknock, John (9959)";"Brecknock, John"
"9960";"/Persone/Janes, Aladar (9960)";"Janes, Aladar"
"9961";"/Persone/Capeci, Carlo Sigismondo (9961)";"Capeci, Carlo Sigismondo"
"9962";"/Persone/Ghione, Franco (9962)";"Ghione, Franco"
"9963";"/Persone/Nofri, Bruno (9963)";"Nofri, Bruno"
"9964";"/Persone/Legnani, Ria Teresa (9964)";"Legnani, Ria Teresa"
"9965";"/Persone/Sormani, Ercole (9965)";"Sormani, Ercole"
"9966";"/Persone/Martin, Wolfgang (9966)";"Martin, Wolfgang"
"9967";"/Persone/Giannini, Vincenzo (9967)";"Giannini, Vincenzo"
"9968";"/Persone/Wallek, Oscar (9968)";"Wallek, Oscar"
"9969";"/Persone/Piccinato, Carlo (9969)";"Piccinato, Carlo"
"9970";"/Persone/Solera, Temistocle (9970)";"Solera, Temistocle"
"9971";"/Persone/Ligeti, György (9971)";"Ligeti, György"
"9972";"/Persone/Kurtág, György (9972)";"Kurtág, György"
"9973";"/Persone/Crumb, George (9973)";"Crumb, George"
"9974";"/Persone/Garuti, Mario (9974)";"Garuti, Mario"
"9975";"/Persone/Grisey, Gérard (9975)";"Grisey, Gérard"
"9976";"/Persone/Stockhausen, Karlheinz (9976)";"Stockhausen, Karlheinz"
"9977";"/Persone/Cage, John (9977)";"Cage, John"
"9978";"/Persone/Feldman, Morton (9978)";"Feldman, Morton"
"9979";"/Persone/Mareggini, Giovanni (9979)";"Mareggini, Giovanni"
"9980";"/Persone/Pedrazzini, Marco (9980)";"Pedrazzini, Marco"
"9981";"/Persone/Valtinoni, Pierangelo (9981)";"Valtinoni, Pierangelo"
"9982";"/Persone/Husmann, Maria (9982)";"Husmann, Maria"
"9983";"/Persone/Cascioli, Gianluca (9983)";"Cascioli, Gianluca"
"9984";"/Persone/Nono, Luigi (9984)";"Nono, Luigi"
"9985";"/Persone/Machault, Guillaume de (9985)";"Machault, Guillaume de"
"9986";"/Persone/Ghirardini, Mirco (9986)";"Ghirardini, Mirco"
"9987";"/Persone/Maini, Andrea (9987)";"Maini, Andrea"
"9988";"/Persone/Baroni, Nicola (9988)";"Baroni, Nicola"
"9989";"/Persone/Mazzola Gavazzeni, Denia (9989)";"Mazzola Gavazzeni, Denia"
"9990";"/Persone/Romero, Angelo (9990)";"Romero, Angelo"
"9991";"/Persone/Acs, Janos (9991)";"Acs, Janos"
"9992";"/Persone/Madau Diaz, Antonello (9992)";"Madau Diaz, Antonello"
"9993";"/Persone/Cristini, Giorgio (9993)";"Cristini, Giorgio"
"9994";"/Persone/Di Stefano, Giovanni (9994)";"Di Stefano, Giovanni"
"9995";"/Persone/Versace, Gianni (9995)";"Versace, Gianni"
"9996";"/Persone/Kleist, Heinrich von (9996)";"Kleist, Heinrich von"
"9997";"/Persone/Zappa, Frank (9997)";"Zappa, Frank"
"9998";"/Persone/Barbieri, Cristina (9998)";"Barbieri, Cristina"
"9999";"/Persone/De Mola, Cinzia (9999)";"De Mola, Cinzia"
"10000";"/Persone/Lavender, Justin (10000)";"Lavender, Justin"
"10001";"/Persone/Damiani, Davide (10001)";"Damiani, Davide"
"10002";"/Persone/Zaramella, Sonia (10002)";"Zaramella, Sonia"
"10003";"/Persone/Battaglia, Paolo (10003)";"Battaglia, Paolo"
"10004";"/Persone/Barbacini, Paolo (10004)";"Barbacini, Paolo"
"10005";"/Persone/Paliaga, Alessandro (10005)";"Paliaga, Alessandro"
"10006";"/Persone/Neschling, John (10006)";"Neschling, John"
"10007";"/Persone/Antal, Csába (10007)";"Antal, Csába"
"10008";"/Persone/Perego, Luigi (10008)";"Perego, Luigi"
"10009";"/Persone/Sebastiani, Franco (10009)";"Sebastiani, Franco"
"10010";"/Persone/Schiavone, Daniela (10010)";"Schiavone, Daniela"
"10011";"/Persone/Auden, Wystan Hugh (10011)";"Auden, Wystan Hugh"
"10012";"/Persone/Kallman, Chester (10012)";"Kallman, Chester"
"10013";"/Persone/Lievi, Cesare (10013)";"Lievi, Cesare"
"10014";"/Persone/Burato, Fiorella (10014)";"Burato, Fiorella"
"10015";"/Persone/Cullen, Teresa (10015)";"Cullen, Teresa"
"10016";"/Persone/Milhofer, Mark (10016)";"Milhofer, Mark"
"10017";"/Persone/Rivenq, Nicholas (10017)";"Rivenq, Nicholas"
"10018";"/Persone/Perry, Janet (10018)";"Perry, Janet"
"10019";"/Persone/Echevarria, Alfonso (10019)";"Echevarria, Alfonso"
"10020";"/Persone/Strehler, Giorgio (10020)";"Strehler, Giorgio"
"10021";"/Persone/Marin, Ion (10021)";"Marin, Ion"
"10022";"/Persone/Frigerio, Ezio (10022)";"Frigerio, Ezio"
"10023";"/Persone/Squarciapino, Franca (10023)";"Squarciapino, Franca"
"10024";"/Persone/Caiani, Alfonso (10024)";"Caiani, Alfonso"
"10025";"/Persone/Werner, Zacharias (10025)";"Werner, Zacharias"
"10026";"/Persone/Sabbatini, Giuseppe (10026)";"Sabbatini, Giuseppe"
"10027";"/Persone/Ganassi, Sonia (10027)";"Ganassi, Sonia"
"10028";"/Persone/De Candia, Roberto (10028)";"De Candia, Roberto"
"10029";"/Persone/Svab, Alessandro (10029)";"Svab, Alessandro"
"10030";"/Persone/Zennaro, Jorio (10030)";"Zennaro, Jorio"
"10031";"/Persone/Patalini, Alessandro (10031)";"Patalini, Alessandro"
"10032";"/Persone/Biavati, Decio (10032)";"Biavati, Decio"
"10033";"/Persone/Nocentini, Maria Costanza (10033)";"Nocentini, Maria Costanza"
"10034";"/Persone/Calzolari, Cristina (10034)";"Calzolari, Cristina"
"10035";"/Persone/Grossi, Pasquale (10035)";"Grossi, Pasquale"
"10036";"/Persone/Lassen, Marta (10036)";"Lassen, Marta"
"10037";"/Persone/Martinucci, Nicola (10037)";"Martinucci, Nicola"
"10038";"/Persone/Salvadori, Antonio (10038)";"Salvadori, Antonio"
"10039";"/Persone/Casolla, Giovanna (10039)";"Casolla, Giovanna"
"10040";"/Persone/Tagliasacchi, Monica (10040)";"Tagliasacchi, Monica"
"10041";"/Persone/Schiatti, Anna (10041)";"Schiatti, Anna"
"10042";"/Persone/Gabba, Armando (10042)";"Gabba, Armando"
"10043";"/Persone/Boscolo, Franco (10043)";"Boscolo, Franco"
"10044";"/Persone/Tisi, Ezio Maria (10044)";"Tisi, Ezio Maria"
"10045";"/Persone/Lana, Cesare (10045)";"Lana, Cesare"
"10046";"/Persone/Zanetti, Orfeo (10046)";"Zanetti, Orfeo"
"10047";"/Persone/Bottion, Aldo (10047)";"Bottion, Aldo"
"10048";"/Persone/Marani, Antonio (10048)";"Marani, Antonio"
"10049";"/Persone/Ristori, Riccardo (10049)";"Ristori, Riccardo"
"10050";"/Persone/Stefanutti, Ivan (10050)";"Stefanutti, Ivan"
"10051";"/Persone/Faelli, Marco (10051)";"Faelli, Marco"
"10052";"/Persone/Mazzucchelli, Fausta (10052)";"Mazzucchelli, Fausta"
"10053";"/Persone/Masini, Gianfranco (10053)";"Masini, Gianfranco"
"10054";"/Persone/Pagani, Luciano (10054)";"Pagani, Luciano"
"10055";"/Persone/Lupu, Radu (10055)";"Lupu, Radu"
"10056";"/Persone/De Simone, Roberto (10056)";"De Simone, Roberto"
"10057";"/Persone/Marcelli, Rino (10057)";"Marcelli, Rino"
"10058";"/Persone/Spinosi, Patrizia (10058)";"Spinosi, Patrizia"
"10059";"/Persone/Villani, Virgilio (10059)";"Villani, Virgilio"
"10060";"/Persone/Converso, Raffaello (10060)";"Converso, Raffaello"
"10061";"/Persone/Bruno, Marina (10061)";"Bruno, Marina"
"10062";"/Persone/Sica, Filippo (10062)";"Sica, Filippo"
"10063";"/Persone/D'Acunzo, Elisabetta (10063)";"D'Acunzo, Elisabetta"
"10064";"/Persone/Mauriello, Giovanni (10064)";"Mauriello, Giovanni"
"10065";"/Persone/Saccardi, Rosario (10065)";"Saccardi, Rosario"
"10066";"/Persone/Gorga, Maria Letizia (10066)";"Gorga, Maria Letizia"
"10067";"/Persone/Colasanto, Annamaria (10067)";"Colasanto, Annamaria"
"10068";"/Persone/Schiavo, Maria Grazia (10068)";"Schiavo, Maria Grazia"
"10069";"/Persone/Parisi, Giuseppe (10069)";"Parisi, Giuseppe"
"10070";"/Persone/Smimmo, Angelo (10070)";"Smimmo, Angelo"
"10071";"/Persone/Carli, Rosaria (10071)";"Carli, Rosaria"
"10072";"/Persone/Piemontese, Renato (10072)";"Piemontese, Renato"
"10073";"/Persone/Carosi, Mauro (10073)";"Carosi, Mauro"
"10074";"/Persone/Nicoletti, Odette (10074)";"Nicoletti, Odette"
"10075";"/Persone/Calogero, Fiorenza (10075)";"Calogero, Fiorenza"
"10076";"/Persone/Mahler, Gustav (10076)";"Mahler, Gustav"
"10077";"/Persone/Gatti, Daniele (10077)";"Gatti, Daniele"
"10078";"/Persone/Brunello, Mario (10078)";"Brunello, Mario"
"10079";"/Persone/Forsythe, William (10079)";"Forsythe, William"
"10080";"/Persone/Willems, Thom (10080)";"Willems, Thom"
"10081";"/Persone/Berio, Luciano (10081)";"Berio, Luciano"
"10082";"/Persone/Galloway, Stephen (10082)";"Galloway, Stephen"
"10083";"/Persone/Caiti, Orazio (10083)";"Caiti, Orazio"
"10084";"/Persone/Popoli, Tiziano (10084)";"Popoli, Tiziano"
"10085";"/Persone/Ferrarini, Ramona (10085)";"Ferrarini, Ramona"
"10086";"/Persone/Zullo, Milena (10086)";"Zullo, Milena"
"10087";"/Persone/Natoli, Eduardo Carlo (10087)";"Natoli, Eduardo Carlo"
"10088";"/Persone/Petrillo, Loris (10088)";"Petrillo, Loris"
"10089";"/Persone/Calì, Giuseppe (10089)";"Calì, Giuseppe"
"10090";"/Persone/Guillem, Sylvie (10090)";"Guillem, Sylvie"
"10091";"/Persone/Cope, Jonathan (10091)";"Cope, Jonathan"
"10092";"/Persone/Daudel, Macha (10092)";"Daudel, Macha"
"10093";"/Persone/Soon, Jana (10093)";"Soon, Jana"
"10094";"/Persone/Berti, Sveva (10094)";"Berti, Sveva"
"10095";"/Persone/Cherradi, Thibaut (10095)";"Cherradi, Thibaut"
"10096";"/Persone/Zambon, Loris (10096)";"Zambon, Loris"
"10097";"/Persone/Gsovsky, Victor (10097)";"Gsovsky, Victor"
"10098";"/Persone/Béjart, Maurice (10098)";"Béjart, Maurice"
"10099";"/Persone/Carl, Jeffrey (10099)";"Carl, Jeffrey"
"10100";"/Persone/Balanchine, George (10100)";"Balanchine, George"
"10101";"/Persone/Gentilucci, Armando (10101)";"Gentilucci, Armando"
"10102";"/Persone/Bigonzetti, Mauro (10102)";"Bigonzetti, Mauro"
"10103";"/Persone/Cerri, Carlo (10103)";"Cerri, Carlo"
"10104";"/Persone/Togni, Gianni (10104)";"Togni, Gianni"
"10105";"/Persone/Morra, Guido (10105)";"Morra, Guido"
"10106";"/Persone/Ranieri, Massimo (10106)";"Ranieri, Massimo"
"10107";"/Persone/Bedeschi, Julka (10107)";"Bedeschi, Julka"
"10108";"/Persone/Terranova, Gianluca (10108)";"Terranova, Gianluca"
"10109";"/Persone/Di Bartolo, Barbara (10109)";"Di Bartolo, Barbara"
"10110";"/Persone/Onofri, Stefano (10110)";"Onofri, Stefano"
"10111";"/Persone/Terlizzi, Aldo (10111)";"Terlizzi, Aldo"
"10112";"/Persone/Brancaccio, Mariano (10112)";"Brancaccio, Mariano"
"10113";"/Persone/Patroni Griffi, Giuseppe (10113)";"Patroni Griffi, Giuseppe"
"10114";"/Persone/Moriconi, Valeria (10114)";"Moriconi, Valeria"
"10115";"/Persone/Pani, Corrado (10115)";"Pani, Corrado"
"10116";"/Persone/Malatesta, Max (10116)";"Malatesta, Max"
"10117";"/Persone/Lescovelli, Stefano (10117)";"Lescovelli, Stefano"
"10118";"/Persone/Pasetti, Laura (10118)";"Pasetti, Laura"
"10119";"/Persone/Turrin, Enzo (10119)";"Turrin, Enzo"
"10120";"/Persone/Cancian, Aurora (10120)";"Cancian, Aurora"
"10121";"/Persone/Romeo, Patrizia (10121)";"Romeo, Patrizia"
"10122";"/Persone/Nigrelli, Danilo (10122)";"Nigrelli, Danilo"
"10123";"/Persone/Spadaro, Lino (10123)";"Spadaro, Lino"
"10124";"/Persone/Valles, Carlos (10124)";"Valles, Carlos"
"10125";"/Persone/Francia, Roberto (10125)";"Francia, Roberto"
"10126";"/Persone/Marzot, Vera (10126)";"Marzot, Vera"
"10127";"/Persone/Chiaramello, Giancarlo (10127)";"Chiaramello, Giancarlo"
"10128";"/Persone/Scaparro, Maurizio (10128)";"Scaparro, Maurizio"
"10129";"/Persone/Rossi, Sergio (10129)";"Rossi, Sergio"
"10130";"/Persone/Carletti, Mario (10130)";"Carletti, Mario"
"10131";"/Persone/Čechov, Anton Pavlovič (10131)";"Čechov, Anton Pavlovič"
"10132";"/Persone/Malcovati, Fausto (10132)";"Malcovati, Fausto"
"10133";"/Persone/Pinter, Harold (10133)";"Pinter, Harold"
"10134";"/Persone/Serra Giaretta, Alessandra (10134)";"Serra Giaretta, Alessandra"
"10135";"/Persone/Bonacelli, Paolo (10135)";"Bonacelli, Paolo"
"10136";"/Persone/Sebasti, David (10136)";"Sebasti, David"
"10137";"/Persone/Saliu, Cesare (10137)";"Saliu, Cesare"
"10138";"/Persone/Caprioli, Carlo (10138)";"Caprioli, Carlo"
"10139";"/Persone/Calindri, Gabriele (10139)";"Calindri, Gabriele"
"10140";"/Persone/Monti, Ivana (10140)";"Monti, Ivana"
"10141";"/Persone/Job, Enrico (10141)";"Job, Enrico"
"10142";"/Persone/Mariani, Guido (10142)";"Mariani, Guido"
"10143";"/Persone/Valdemarin, Mario (10143)";"Valdemarin, Mario"
"10144";"/Persone/Ragno, Tommaso (10144)";"Ragno, Tommaso"
"10145";"/Persone/Aste, Aide (10145)";"Aste, Aide"
"10146";"/Persone/Nappo, Monica (10146)";"Nappo, Monica"
"10147";"/Persone/Piazza, Graziano (10147)";"Piazza, Graziano"
"10148";"/Persone/Rignanese, Nicola (10148)";"Rignanese, Nicola"
"10149";"/Persone/Coppola, Anna (10149)";"Coppola, Anna"
"10150";"/Persone/Punzo, Patrizia (10150)";"Punzo, Patrizia"
"10151";"/Persone/Filippini, Silvia (10151)";"Filippini, Silvia"
"10152";"/Persone/Dettori, Giancarlo (10152)";"Dettori, Giancarlo"
"10153";"/Persone/Sacchi, Fabrizia (10153)";"Sacchi, Fabrizia"
"10154";"/Persone/Benedetto, Francesco (10154)";"Benedetto, Francesco"
"10155";"/Persone/Cavicchioli, Marco (10155)";"Cavicchioli, Marco"
"10156";"/Persone/Mascherpa, Sergio (10156)";"Mascherpa, Sergio"
"10157";"/Persone/Carucci Viterbi, Emanuele (10157)";"Carucci Viterbi, Emanuele"
"10158";"/Persone/Alexa, Florin (10158)";"Alexa, Florin"
"10159";"/Persone/Saccomandi, Gigi (10159)";"Saccomandi, Gigi"
"10160";"/Persone/Squarzina, Luigi (10160)";"Squarzina, Luigi"
"10161";"/Persone/Gregori, Graziano (10161)";"Gregori, Graziano"
"10162";"/Persone/Lawrence, Claudia (10162)";"Lawrence, Claudia"
"10163";"/Persone/Saleri, Jurai (10163)";"Saleri, Jurai"
"10164";"/Persone/Basile, Sergio (10164)";"Basile, Sergio"
"10165";"/Persone/Franzo, Sandra (10165)";"Franzo, Sandra"
"10166";"/Persone/Milani, Roberto (10166)";"Milani, Roberto"
"10167";"/Persone/Giuliano, Gianni (10167)";"Giuliano, Gianni"
"10168";"/Persone/De Marchi, Michele (10168)";"De Marchi, Michele"
"10169";"/Persone/Bertan, Giorgio (10169)";"Bertan, Giorgio"
"10170";"/Persone/Roman, Luciano (10170)";"Roman, Luciano"
"10171";"/Persone/Di Clemente, Alessio (10171)";"Di Clemente, Alessio"
"10172";"/Persone/Barra, Gianfranco (10172)";"Barra, Gianfranco"
"10173";"/Persone/Picconi, Annalisa (10173)";"Picconi, Annalisa"
"10174";"/Persone/Fuser, Eleonora (10174)";"Fuser, Eleonora"
"10175";"/Persone/Tricamo, Mario (10175)";"Tricamo, Mario"
"10176";"/Persone/Failla, Vincenzo (10176)";"Failla, Vincenzo"
"10177";"/Persone/Barbieri, Gianluca (10177)";"Barbieri, Gianluca"
"10178";"/Persone/Andrighetto, Massimiliano (10178)";"Andrighetto, Massimiliano"
"10179";"/Persone/Maggi, Alessandro (10179)";"Maggi, Alessandro"
"10180";"/Persone/Bettermann, Hugo (10180)";"Bettermann, Hugo"
"10181";"/Persone/Ferro, Daniele (10181)";"Ferro, Daniele"
"10182";"/Persone/Pietroniro, Pierluigi (10182)";"Pietroniro, Pierluigi"
"10183";"/Persone/Querci, Guido (10183)";"Querci, Guido"
"10184";"/Persone/Reina, Filippo (10184)";"Reina, Filippo"
"10185";"/Persone/Missanelli, Rosario (10185)";"Missanelli, Rosario"
"10186";"/Persone/Simon, Neil (10186)";"Simon, Neil"
"10187";"/Persone/Dapporto, Massimo (10187)";"Dapporto, Massimo"
"10188";"/Persone/Monti, Maria Amelia (10188)";"Monti, Maria Amelia"
"10189";"/Persone/Meoni, Francesco (10189)";"Meoni, Francesco"
"10190";"/Persone/Cerami, Aisha (10190)";"Cerami, Aisha"
"10191";"/Persone/Ferro, Guglielmo (10191)";"Ferro, Guglielmo"
"10192";"/Persone/Kezich, Tullio (10192)";"Kezich, Tullio"
"10193";"/Persone/Levantesi, Alessandra (10193)";"Levantesi, Alessandra"
"10194";"/Persone/Ibsen, Henrik (10194)";"Ibsen, Henrik"
"10195";"/Persone/Sontag, Susan (10195)";"Sontag, Susan"
"10196";"/Persone/Sanda, Dominique (10196)";"Sanda, Dominique"
"10197";"/Persone/Leroy, Philippe (10197)";"Leroy, Philippe"
"10198";"/Persone/Bozzolo, Giovanna (10198)";"Bozzolo, Giovanna"
"10199";"/Persone/Torelli, Laura (10199)";"Torelli, Laura"
"10200";"/Persone/Ceriani, Umberto (10200)";"Ceriani, Umberto"
"10201";"/Persone/Anzalone, Cristian (10201)";"Anzalone, Cristian"
"10202";"/Persone/Wilson, Robert (10202)";"Wilson, Robert"
"10203";"/Persone/Armani, Giorgio (10203)";"Armani, Giorgio"
"10204";"/Persone/Galasso, Michael (10204)";"Galasso, Michael"
"10205";"/Persone/Dilonardo, Paolo (10205)";"Dilonardo, Paolo"
"10206";"/Persone/Giordano, Massimo (10206)";"Giordano, Massimo"
"10207";"/Persone/Floris, Gianluca (10207)";"Floris, Gianluca"
"10208";"/Persone/Consolini, Stefano (10208)";"Consolini, Stefano"
"10209";"/Persone/Alberghini, Simone (10209)";"Alberghini, Simone"
"10210";"/Persone/Chiuri, Anna Maria (10210)";"Chiuri, Anna Maria"
"10211";"/Persone/Fournillier, Patrick (10211)";"Fournillier, Patrick"
"10212";"/Persone/Guerra, Ivo (10212)";"Guerra, Ivo"
"10213";"/Persone/Meo, Ida (10213)";"Meo, Ida"
"10214";"/Persone/Della Cioppa, Michele (10214)";"Della Cioppa, Michele"
"10215";"/Persone/De Vico, Mario (10215)";"De Vico, Mario"
"10216";"/Persone/Inbal, Eliahu (10216)";"Inbal, Eliahu"
"10217";"/Persone/Pollini, Maurizio (10217)";"Pollini, Maurizio"
"10218";"/Persone/Biondi, Fabio (10218)";"Biondi, Fabio"
"10219";"/Persone/Bertini, Rosanna (10219)";"Bertini, Rosanna"
"10220";"/Persone/Banditelli, Gloria (10220)";"Banditelli, Gloria"
"10221";"/Persone/Bruckner, Anton (10221)";"Bruckner, Anton"
"10222";"/Persone/Ek, Mats (10222)";"Ek, Mats"
"10223";"/Persone/Freiij, Peder (10223)";"Freiij, Peder"
"10224";"/Persone/Westrup, Goran (10224)";"Westrup, Goran"
"10225";"/Persone/De Lignière, Vanessa (10225)";"De Lignière, Vanessa"
"10226";"/Persone/Hammar, Gunilla (10226)";"Hammar, Gunilla"
"10227";"/Persone/Elkin, George (10227)";"Elkin, George"
"10228";"/Persone/Sadi, Rafi (10228)";"Sadi, Rafi"
"10229";"/Persone/Paz, Talia (10229)";"Paz, Talia"
"10230";"/Persone/Lindh, Johanna (10230)";"Lindh, Johanna"
"10231";"/Persone/Lewis, Emma (10231)";"Lewis, Emma"
"10232";"/Persone/Kalef, Yamit (10232)";"Kalef, Yamit"
"10233";"/Persone/Sivak, Eytan (10233)";"Sivak, Eytan"
"10234";"/Persone/Costa, Lella (10234)";"Costa, Lella"
"10235";"/Persone/Agostini, Bruno (10235)";"Agostini, Bruno"
"10236";"/Persone/Cirri, Massimo (10236)";"Cirri, Massimo"
"10237";"/Persone/Ferrentino, Sergio (10237)";"Ferrentino, Sergio"
"10238";"/Persone/Paterlini, Piergiorgio (10238)";"Paterlini, Piergiorgio"
"10239";"/Persone/Vacis, Gabriele (10239)";"Vacis, Gabriele"
"10240";"/Persone/Diana, Lucio (10240)";"Diana, Lucio"
"10241";"/Persone/Tarasco, Roberto (10241)";"Tarasco, Roberto"
"10242";"/Persone/Giordano, Raffaella (10242)";"Giordano, Raffaella"
"10243";"/Persone/Nari, Aline (10243)";"Nari, Aline"
"10244";"/Persone/Papafava, Bianca (10244)";"Papafava, Bianca"
"10245";"/Persone/Rottgerkamp, Anja (10245)";"Rottgerkamp, Anja"
"10246";"/Persone/Longuemare, Vincent (10246)";"Longuemare, Vincent"
"10247";"/Persone/Giannini, Beatrice (10247)";"Giannini, Beatrice"
"10248";"/Persone/Schönberg, Arnold (10248)";"Schönberg, Arnold"
"10249";"/Persone/Ionesco, Eugène (10249)";"Ionesco, Eugène"
"10250";"/Persone/Pozzi, Elisabetta (10250)";"Pozzi, Elisabetta"
"10251";"/Persone/Castellano, Franco (10251)";"Castellano, Franco"
"10252";"/Persone/Fontana, Luca (10252)";"Fontana, Luca"
"10253";"/Persone/Le Moli, Walter (10253)";"Le Moli, Walter"
"10254";"/Persone/Santi, Tiziano (10254)";"Santi, Tiziano"
"10255";"/Persone/Mannini, Elena (10255)";"Mannini, Elena"
"10256";"/Persone/Troisi, Lino (10256)";"Troisi, Lino"
"10257";"/Persone/Bell, Joshua (10257)";"Bell, Joshua"
"10258";"/Persone/Hough, Stephen (10258)";"Hough, Stephen"
"10259";"/Persone/Schumann, Clara Josephine (10259)";"Schumann, Clara Josephine"
"10260";"/Persone/Cattoretti, Anna (10260)";"Cattoretti, Anna"
"10261";"/Persone/Mega, Carlo (10261)";"Mega, Carlo"
"10262";"/Persone/Perez Forte, Javier (10262)";"Perez Forte, Javier"
"10263";"/Persone/D'Aniello, Franco (10263)";"D'Aniello, Franco"
"10264";"/Persone/Bertoni, Alberto (10264)";"Bertoni, Alberto"
"10265";"/Persone/Giuntini, Massimo (10265)";"Giuntini, Massimo"
"10266";"/Persone/Lusuardi, Nicola (10266)";"Lusuardi, Nicola"
"10267";"/Persone/Ricciotti, Rosa (10267)";"Ricciotti, Rosa"
"10268";"/Persone/Parisi, Vittorio (10268)";"Parisi, Vittorio"
"10269";"/Persone/Rolli, Ugo (10269)";"Rolli, Ugo"
"10270";"/Persone/Vasks, Peteris (10270)";"Vasks, Peteris"
"10271";"/Persone/Benni, Stefano (10271)";"Benni, Stefano"
"10272";"/Persone/Marescotti, Ivano (10272)";"Marescotti, Ivano"
"10273";"/Persone/Picciau, Gabriella (10273)";"Picciau, Gabriella"
"10274";"/Persone/Scaramuzzino, Giorgio (10274)";"Scaramuzzino, Giorgio"
"10275";"/Persone/Gallione, Giorgio (10275)";"Gallione, Giorgio"
"10276";"/Persone/Pärt, Arvo (10276)";"Pärt, Arvo"
"10277";"/Persone/Balakauskas, Osvaldas (10277)";"Balakauskas, Osvaldas"
"10278";"/Persone/Kremer, Gidon (10278)";"Kremer, Gidon"
"10279";"/Persone/Manguette, Serge (10279)";"Manguette, Serge"
"10280";"/Persone/Almerighi, Steve (10280)";"Almerighi, Steve"
"10281";"/Persone/Pizzi, Pier Luigi (10281)";"Pizzi, Pier Luigi"
"10282";"/Persone/Tessitore, Ugo (10282)";"Tessitore, Ugo"
"10283";"/Persone/Lavia, Gabriele (10283)";"Lavia, Gabriele"
"10284";"/Persone/Gobbi, Gisella (10284)";"Gobbi, Gisella"
"10285";"/Persone/Agostinucci, Giovanni (10285)";"Agostinucci, Giovanni"
"10286";"/Persone/Faggioni, Piero (10286)";"Faggioni, Piero"
"10287";"/Persone/Gaudasinskij, Stanislav (10287)";"Gaudasinskij, Stanislav"
