"id";"recite_collegate";"fullpath";"published"
"56506";"/Recite/15-01-2016 Shen Wei Dance Arts (62294),/Recite/16-01-2016 Shen Wei Dance Arts. 
An evening in visual and movement (62293)";"/Produzioni/2016 Connect Transfer & Collective Measures: Excertps (56506)";"1"
"56507";"/Recite/15-01-2016 Shen Wei Dance Arts (62294),/Recite/16-01-2016 Shen Wei Dance Arts. 
An evening in visual and movement (62293)";"/Produzioni/2016 Untitled No. 12 - 2 (56507)";"1"
"56508";"/Recite/10-02-2016 Rocío Molina & Rosario ""La Tremendita"" (62295)";"/Produzioni/2016 Afectos (56508)";"1"
"56509";"/Recite/20-11-2015 Aterballetto (62296)";"/Produzioni/2015 Lost Shadows (56509)";"1"
"56510";"/Recite/20-11-2015 Aterballetto (62296)";"/Produzioni/2015 #hybrid (56510)";"1"
"56511";"/Recite/20-11-2015 Aterballetto (62296)";"/Produzioni/Tempesta-The Spirits (56511)";"1"
"56512";"/Recite/20-11-2015 Aterballetto (62296)";"/Produzioni/2015 E-Ink (56512)";"1"
"56513";"/Recite/16-03-2016 NDT Nederlands Dans Theater 1 (62297)";"/Produzioni/Shoot the Moon (56513)";"1"
"56514";"/Recite/16-03-2016 NDT Nederlands Dans Theater 1 (62297)";"/Produzioni/The Missing Door (56514)";"1"
"56515";"/Recite/16-03-2016 NDT Nederlands Dans Theater 1 (62297)";"/Produzioni/Stop-Motion (56515)";"1"
"56517";"/Recite/20-09-2015 Questo è il mio nome (62299),/Recite/10-03-2015 Questo è il mio nome (63146)";"/Produzioni/Questo è il mio nome (56517)";"1"
"56518";"/Recite/25-09-2015 Giulio D'Anna (62300)";"/Produzioni/2015 Data (56518)";"1"
"56519";"/Recite/25-09-2015 Giulio D'Anna (62300)";"/Produzioni/Oooooooo (56519)";"1"
"56520";"/Recite/27-09-2015 Daniele Ninarello (62301)";"/Produzioni/L.a.n.d. - Wher is my love? (56520)";"1"
"56521";"/Recite/27-09-2015 Daniele Ninarello (62301)";"/Produzioni/Rock Rose Wow (56521)";"1"
"56522";"/Recite/26-09-2015 Giordano Bruno (62302)";"/Produzioni/2015 Giordano Bruno (56522)";"1"
"56523";"/Recite/30-09-2015 Cristina Rizzo (62303)";"/Produzioni/2015 BoleroEffect (Rapsodia - the long version) (56523)";"1"
"56524";"/Recite/03-10-2015 Ballet du Nord-Olivier Dubois - CCN Roubaix Nord-Pas de Calais (62304)";"/Produzioni/2012 Tragédie (56524)";"1"
"56525";"/Recite/04-10-2015 Ballet du Nord-Olivier Dubois - CCN Roubaix Nord-Pas de Calais.
Mon élue noire (62305)";"/Produzioni/Mon élue noire (Sacre #2) (56525)";"1"
"56526";"";"/Produzioni/2015 Canta che ti passa (56526)";"1"
"56527";"/Recite/17-10-2015 Xin-Art-Lab-Shi Jing Xin (62309),/Recite/18-10-2015 Xin-Art-Lab-Shi Jing Xin (62310)";"/Produzioni/2015 Beijing - The Old Summer Palace (56527)";"1"
"56528";"/Recite/17-10-2015 Xin-Art-Lab-Shi Jing Xin (62309),/Recite/18-10-2015 Xin-Art-Lab-Shi Jing Xin (62310)";"/Produzioni/Shanghai - Grandmother, stay alive (56528)";"1"
"56529";"/Recite/17-10-2015 Eresia della felicità (62311)";"/Produzioni/2015 Eresia della felicità (56529)";"1"
"56530";"/Recite/18-10-2015 Orlando innamorato (62312),/Recite/15-03-2015 Orlando innamorato: prove (63149)";"/Produzioni/2015 Orlando innamorato (56530)";"1"
"56531";"/Recite/24-10-2015 Marina Giovannini (62313),/Recite/24-10-2015 Marina Giovannini (62314),/Recite/25-10-2015 Marina Giovannini (62315),/Recite/25-10-2015 Marina Giovannini (62316)";"/Produzioni/Verve. Quartetto colore (56531)";"1"
"56532";"/Recite/30-10-2015 Corpi eretici (62317),/Recite/01-11-2015 Corpi eretici (62318)";"/Produzioni/2015 Corpi eretici (56532)";"1"
"56533";"/Recite/03-11-2015 Shechter Junior.
A site specific perfomance (62320),/Recite/04-11-2015 Shechter Junior.
A site specific perfomance (62321),/Recite/04-11-2015 Shechter Junior.
A site specific perfomance (62322),/Recite/05-11-2015 Shechter Junior.
A site specific perfomance (62323)";"/Produzioni/2015 Coda (56533)";"1"
"56534";"/Recite/07-11-2015 Shechter Junior.
deGeneration (62324),/Recite/08-11-2015 Shechter Junior.
deGeneration (62325)";"/Produzioni/2015 Cult (56534)";"1"
"56535";"/Recite/07-11-2015 Shechter Junior.
deGeneration (62324),/Recite/08-11-2015 Shechter Junior.
deGeneration (62325)";"/Produzioni/2003 Fragments (56535)";"1"
"56536";"/Recite/07-11-2015 Shechter Junior.
deGeneration (62324),/Recite/08-11-2015 Shechter Junior.
deGeneration (62325)";"/Produzioni/2015 Disappearing Act (56536)";"1"
"56537";"/Recite/14-11-2015 Non sa di nomi la vita (62326),/Recite/15-11-2015 Non sa di nomi la vita (62327),/Recite/17-11-2015 Non sa di nomi la vita (62328)";"/Produzioni/Non sa di nomi la vita (56537)";"1"
"56538";"/Recite/31-12-2015 L'è dimondi dmèi consumer al scherpi che i linsoòl (62329)";"/Produzioni/L'è dimondi dmèi consumer al scherpi che i linsoòl (56538)";"1"
"56539";"/Recite/25-02-2016 Turandot principessa falena (62330),/Recite/25-02-2016 Turandot principessa falena (62331),/Recite/25-02-2016 Turandot principessa falena (62332),/Recite/26-02-2016 Turandot principessa falena (62333),/Recite/26-02-2016 Turandot principessa falena (62334)";"/Produzioni/2016 Turandot principessa falena (56539)";"1"
"56540";"/Recite/15-03-2016 T... come Turandot (62335)";"/Produzioni/T... come Turandot (56540)";"1"
"56541";"/Recite/28-09-2016 Hofesh Shechter Company.
Barbarians (62337)";"/Produzioni/2016 Barbarians (56541)";"1"
"56542";"/Recite/05-02-2013 Wagner Cirkus (62338)";"/Produzioni/Wagner Cirkus (56542)";"1"
"56543";"/Recite/04-11-2016 La Traviata (62339),/Recite/06-11-2016 La Traviata (62340)";"/Produzioni/2016 La Traviata (56543)";"1"
"56544";"/Recite/18-11-2016 A Midsummer Nigth's Dream (62341),/Recite/20-11-2016 A Midsummer nigth's dream (62342)";"/Produzioni/2016 A Midsummer nigth's dream (56544)";"1"
"56545";"/Recite/17-11-2016 Sogno di una notte di mezza estate (62343),/Recite/19-11-2016 Sogno di una notte di mezza estate (62344)";"/Produzioni/Sogno di una notte di mezza estate (56545)";"1"
"56546";"/Recite/25-11-2016 Human. 
Il canto dei profughi (62345),/Recite/26-11-2016 Human. 
Il canto dei profughi (62346),/Recite/27-11-2016 Human. 
Il canto dei profughi (62347)";"/Produzioni/Human (56546)";"1"
"56547";"/Recite/25-11-2016 Mimì è una civetta (62348),/Recite/25-11-2016 Mimì è una civetta (63252)";"/Produzioni/2016 Mimì è una civetta (56547)";"1"
"56548";"/Recite/03-12-2016 Il Marchese del Grillo (62349),/Recite/04-12-2016 Il Marchese del Grillo (62350),/Recite/04-12-2016 Il Marchese del Grillo (62351),/Recite/01-12-2023 Il Marchese del Grillo (64015),/Recite/02-12-2023 Il Marchese del Grillo (64016),/Recite/03-12-2023 Il Marchese del Grillo (64017)";"/Produzioni/2016 Il Marchese del Grillo (56548)";"1"
"56549";"/Recite/12-04-2016 Nessun dorma! Briciole di Turandot (62352),/Recite/12-04-2016 Nessun dorma! Briciole di Turandot (62353)";"/Produzioni/2016 Nessun dorma! Briciole di Turandot (56549)";"1"
"56550";"/Recite/23-11-2016 L'ora in cui non sapevamo niente l'uno dell'altro (62354)";"/Produzioni/L'ora in cui non sapevamo niente l'uno dell'altro (56550)";"1"
"56551";"/Recite/20-11-2016 Il gigante soffiasogni (62355),/Recite/21-11-2016 Il gigante soffiasogni (62357),/Recite/21-11-2016 Il gigante soffiasogni (62358),/Recite/20-11-2016 Il gigante soffiasogni (62356)";"/Produzioni/2016 Il gigante soffiasogni (56551)";"1"
"56552";"/Recite/06-10-2016 Aterballetto (62361)";"/Produzioni/2016 Words and Space (56552)";"1"
"56553";"/Recite/06-10-2016 Aterballetto (62361)";"/Produzioni/2016 BLISS (56553)";"1"
"56554";"/Recite/31-12-1994 Al piò l'è capir (62362)";"/Produzioni/1994 Al piò l'è capir (56554)";"1"
"56555";"/Recite/31-12-1993 L'importanza di chiamarsi Agostino (62363)";"/Produzioni/L'importanza di chiamarsi Agostino (56555)";"1"
"56556";"/Recite/06-12-2016 Purgatorio (62364),/Recite/07-12-2016 Purgatorio (62365)";"/Produzioni/Purgatorio (56556)";"1"
"56557";"/Recite/17-12-2016 Coriolano (62366),/Recite/18-12-2016 Coriolano (62367),/Recite/19-12-2016 Coriolano (62368),/Recite/20-12-2016 Coriolano (62369),/Recite/21-12-2016 Coriolano (62370)";"/Produzioni/2016 Coriolano (56557)";"1"
"56558";"/Recite/13-01-2017 Calendar Girls (62371),/Recite/14-01-2017 Calendar Girls (62372),/Recite/15-01-2017 Calendar Girls (62373)";"/Produzioni/2016 Calendar Girls (56558)";"1"
"56559";"/Recite/20-01-2017 Peter Pan. Il Musical (62374),/Recite/21-01-2017 Peter Pan. Il Musical (62375),/Recite/22-01-2017 Peter Pan. Il Musical (62376),/Recite/22-01-2017 Peter Pan. Il Musical (62377)";"/Produzioni/2016 Peter Pan. Il Musical (56559)";"1"
"56560";"/Recite/24-01-2017 L'avaro (62380),/Recite/25-01-2017 L'avaro (62381)";"/Produzioni/2016 L'avaro (56560)";"1"
"56561";"/Recite/31-01-2017 Tradimenti (62382),/Recite/01-02-2017 Tradimenti (62383)";"/Produzioni/2016 Tradimenti (56561)";"1"
"56562";"/Recite/07-02-2017 Smith and Wesson (62384),/Recite/08-02-2017 Smith and Wesson (62385)";"/Produzioni/2016 Smith and Wesson (56562)";"1"
"56563";"/Recite/15-10-2016 Peeping Tom:
Moeder (62386),/Recite/16-10-2016 Peeping Tom:
Moeder (62387)";"/Produzioni/2016 Moeder (56563)";"1"
"56564";"/Recite/04-01-2017 Lo schiaccianoci (62388)";"/Produzioni/2017 Lo schiaccianoci (56564)";"1"
"56565";"/Recite/02-02-2017 Aterballetto (62389)";"/Produzioni/LEGO (56565)";"1"
"56566";"/Recite/02-02-2017 Aterballetto (62389)";"/Produzioni/Schwarzfahrer (56566)";"1"
"56567";"/Recite/03-03-2017 La Wally (62390),/Recite/05-03-2017 La Wally (62391)";"/Produzioni/2017 La Wally (56567)";"1"
"56568";"/Recite/25-02-2017 Filumena Marturano (62392),/Recite/26-02-2017 Filumena Marturano (62393)";"/Produzioni/2016 Filumena Marturano (56568)";"1"
"56569";"/Recite/12-03-2017 CCN Ballet de Lorraine (62394)";"/Produzioni/Rose-Variation (56569)";"1"
"56570";"/Recite/12-03-2017 CCN Ballet de Lorraine (62394)";"/Produzioni/Opal Loop-Cloud installation #72503 (56570)";"1"
"56571";"/Recite/12-03-2017 CCN Ballet de Lorraine (62394)";"/Produzioni/Sounddance (56571)";"1"
"56572";"/Recite/30-03-2017 I Puritani (62395),/Recite/02-04-2017 I Puritani (62396)";"/Produzioni/2017 I Puritani (56572)";"1"
"56573";"/Recite/14-03-2017 L'uomo dal fiore in bocca.... e non solo (62397),/Recite/15-03-2017 L'uomo dal fiore in bocca.... e non solo (62398)";"/Produzioni/L'uomo dal fiore in bocca.... e non solo (56573)";"1"
"56574";"/Recite/24-03-2017 Le olimpiadi del 1936 (62399),/Recite/25-03-2017 Le olimpiadi del 1936 (62400),/Recite/26-03-2017 Le olimpiadi del 1936 (62401)";"/Produzioni/2015 Le olimpiadi del 1936 (56574)";"1"
"56575";"/Recite/06-04-2017 CCN de la Rochelle Cie Accrorap (62402)";"/Produzioni/The Roots (56575)";"1"
"56576";"/Recite/22-02-2017 Nederlands Dans Theater 2 (62403)";"/Produzioni/2017 Some Other Time (56576)";"1"
"56577";"/Recite/22-02-2017 Nederlands Dans Theater 2 (62403)";"/Produzioni/Solo (56577)";"1"
"56578";"/Recite/22-02-2017 Nederlands Dans Theater 2 (62403)";"/Produzioni/2017 FEELINGS (56578)";"1"
"56579";"/Recite/22-02-2017 Nederlands Dans Theater 2 (62403)";"/Produzioni/2017 Out of Breath (56579)";"1"
"56580";"/Recite/27-01-1997 Il giudizio universale (62404)";"/Produzioni/1996 Il giudizio universale (56580)";"1"
"56581";"/Recite/11-04-2017 La Scuola (62405),/Recite/12-04-2017 La Scuola (62406)";"/Produzioni/La Scuola (56581)";"1"
"56582";"/Recite/17-02-2017 Sister Act. Il musical (62407),/Recite/18-02-2017 Sister Act. Il musical (62408),/Recite/19-02-2017 Sister Act. Il musical (62409),/Recite/19-02-2017 Sister Act. Il musical (62410)";"/Produzioni/1996 Sister Act. Il musical (56582)";"1"
"56583";"/Recite/17-03-2017 La febbre del sabato sera (62411),/Recite/18-03-2017 La febbre del sabato sera (62412),/Recite/18-03-2017 La febbre del sabato sera (62413),/Recite/19-03-2017 La febbre del sabato sera (62414)";"/Produzioni/La febbre del sabato sera (56583)";"1"
"56584";"/Recite/28-04-2017 I Colombo.... viaggiatori (62415),/Recite/29-04-2017 I Colombo.... viaggiatori (62416),/Recite/30-04-2017 I Colombo.... viaggiatori (62417),/Recite/30-04-2017 I Colombo.... viaggiatori (62418)";"/Produzioni/2017 I Colombo.... viaggiatori (56584)";"1"
"56585";"/Recite/13-12-2016 Brimborium! 
ossia L'armadio dei ricordi (62419),/Recite/14-12-2016 Brimborium! 
ossia L'armadio dei ricordi (62420),/Recite/15-12-2016 Brimborium! 
ossia L'armadio dei ricordi (62421),/Recite/15-12-2016 Brimborium! 
ossia L'armadio dei ricordi (62530)";"/Produzioni/2016 Brimborium! (56585)";"1"
"56586";"/Recite/19-12-2016 Buon Natale, Babbo Natale (62422),/Recite/19-12-2016 Buon Natale, Babbo Natale (62423),/Recite/18-12-2016 Buon Natale, Babbo Natale (62531),/Recite/18-12-2016 Buon Natale, Babbo Natale (62532)";"/Produzioni/2016 Buon Natale, Babbo Natale (56586)";"1"
"56587";"/Recite/11-01-2017 La gabbianella e il gatto (62424),/Recite/11-01-2017 La gabbianella e il gatto (62425)";"/Produzioni/2017 La gabbianella e il gatto (56587)";"1"
"56588";"/Recite/12-01-2017 Il cavaliere inesistente (62426),/Recite/12-01-2017 Il cavaliere inesistente (62427)";"/Produzioni/2016 Il cavaliere inesistente (56588)";"1"
"56589";"/Recite/17-01-2017 Storie dal nido (62428),/Recite/17-01-2017 Storie dal nido (62429)";"/Produzioni/Storie dal nido (56589)";"1"
"56590";"/Recite/20-01-2017 Strambe storie. 
Narratori coraggiosi: Saki e Dahl (62430),/Recite/20-01-2017 Strambe storie. 
Narratori coraggiosi: Saki e Dahl (62431)";"/Produzioni/Strambe storie (56590)";"1"
"56591";"/Recite/23-01-2017 I guai di Pulcinella (62432)";"/Produzioni/2016 I guai di Pulcinella (56591)";"1"
"56592";"/Recite/26-01-2017 Hans (62433),/Recite/26-01-2017 Hans (62434),/Recite/27-01-2020 Hans (63059),/Recite/28-01-2020 Hans (63060),/Recite/28-01-2020 Hans (63061),/Recite/29-01-2020 Hans (63108),/Recite/29-01-2020 Hans (63109)";"/Produzioni/2016 Hans (56592)";"1"
"56593";"/Recite/01-02-2017 La bottega dei giocattoli (62435),/Recite/01-02-2017 La bottega dei giocattoli (62436)";"/Produzioni/La bottega dei giocattoli (56593)";"1"
"56594";"/Recite/06-02-2017 Jack e il fagiolo magico (62437),/Recite/06-02-2017 Jack e il fagiolo magico (62438),/Recite/05-02-2017 Jack e il fagiolo magico (62534),/Recite/05-02-2017 Jack e il fagiolo magico (62533)";"/Produzioni/Jack e il fagiolo magico (56594)";"1"
"56595";"/Recite/13-02-2017 Semino (62439),/Recite/13-02-2017 Semino (62440),/Recite/16-02-2017 Un amico accanto (62441),/Recite/16-02-2017 Un amico accanto (62442)";"/Produzioni/Semino (56595)";"1"
"56596";"";"/Produzioni/Un amico accanto (56596)";"1"
"56597";"/Recite/24-02-2017 La sirenetta (62443),/Recite/24-02-2017 La sirenetta (62444),/Recite/19-02-2017 La sirenetta (62535),/Recite/19-02-2017 La sirenetta (62536)";"/Produzioni/La sirenetta (56597)";"1"
"56598";"/Recite/28-02-2017 Pinocchio (62445),/Recite/28-02-2017 Pinocchio (62446)";"/Produzioni/Pinocchio (56598)";"1"
"56599";"/Recite/03-03-2017 Celeste, la fiaba a colori (62447),/Recite/03-03-2017 Celeste, la fiaba a colori (62448)";"/Produzioni/2017 Celeste, la fiaba a colori (56599)";"1"
"56600";"/Recite/02-03-2017 Acting out! A Compact Coriolanus (62449),/Recite/02-03-2017 Acting out! A Compact Coriolanus (62450)";"/Produzioni/2017 Acting out! A Compact Coriolanus (56600)";"1"
"56601";"/Recite/07-03-2017 Gino Bartali eroe silenzioso (62451),/Recite/07-03-2017 Gino Bartali eroe silenzioso (62452)";"/Produzioni/2017 Gino Bartali eroe silenzioso (56601)";"1"
"56602";"/Recite/16-03-2017 L'albero di Pepe (62453),/Recite/16-03-2017 L'albero di Pepe (62454)";"/Produzioni/L'albero di Pepe (56602)";"1"
"56603";"/Recite/20-03-2017 Coppelia (62455),/Recite/21-03-2017 Coppelia (62456),/Recite/22-03-2017 Coppelia (62457)";"/Produzioni/2017 Coppelia (56603)";"1"
"56604";"/Recite/21-03-2017 Un anatroccolo in cucina (62458),/Recite/21-03-2017 Un anatroccolo in cucina (62459)";"/Produzioni/Un anatroccolo in cucina (56604)";"1"
"56605";"/Recite/31-03-2017 Don Chisciotte (62460),/Recite/31-03-2017 Don Chisciotte (62461)";"/Produzioni/2017 Don Chisciotte (56605)";"1"
"56606";"/Recite/12-04-2017 Girotondo (62462),/Recite/12-04-2017 Girotondo (62463)";"/Produzioni/2017 Girotondo (56606)";"1"
"56607";"/Recite/20-04-2017 Un eroe sul sofà (62464),/Recite/20-04-2017 Un eroe sul sofà (62465)";"/Produzioni/Un eroe sul sofà (56607)";"1"
"56608";"/Recite/21-04-2017 Senza sponda (62466),/Recite/21-04-2017 Senza sponda (62467)";"/Produzioni/Senza sponda (56608)";"1"
"56609";"/Recite/27-04-2017 Pierino e il lupo (62468),/Recite/27-04-2017 Pierino e il lupo (62469)";"/Produzioni/Pierino e il lupo (56609)";"1"
"56610";"/Recite/03-05-2017 Le connessioni invisibili (62470)";"/Produzioni/Le connessioni invisibili (56610)";"1"
"56611";"/Recite/08-05-2017 La terra dei lombrichi (62471),/Recite/08-05-2017 La terra dei lombrichi (62472),/Recite/09-05-2017 La terra dei lombrichi (62473),/Recite/09-05-2017 La terra dei lombrichi (62474),/Recite/10-05-2017 La terra dei lombrichi (62475),/Recite/10-05-2017 La terra dei lombrichi (62476),/Recite/12-05-2017 La terra dei lombrichi (62478),/Recite/12-05-2017 La terra dei lombrichi (62479),/Recite/13-05-2017 La terra dei lombrichi (62480),/Recite/13-05-2017 La terra dei lombrichi (62481),/Recite/14-05-2017 La terra dei lombrichi (62482),/Recite/14-05-2017 La terra dei lombrichi (62483)";"/Produzioni/La terra dei lombrichi (56611)";"1"
"56612";"/Recite/12-05-2017 L'arte di essere fragili (62477)";"/Produzioni/L'arte di essere fragili (56612)";"1"
"56613";"/Recite/21-05-2017 L'alveare delle storie (62484),/Recite/21-05-2017 L'alveare delle storie (62485),/Recite/21-05-2017 L'alveare delle storie (62486),/Recite/21-05-2017 L'alveare delle storie (62487),/Recite/21-05-2017 L'alveare delle storie (62488),/Recite/21-05-2017 L'alveare delle storie (62489),/Recite/01-06-2013 L'alveare delle storie (63138),/Recite/01-06-2013 L'alveare delle storie (63139),/Recite/01-06-2013 L'alveare delle storie (63140),/Recite/01-06-2013 L'alveare delle storie (63141)";"/Produzioni/2013 L'alveare delle storie (56613)";"1"
"56614";"/Recite/28-03-2017 Briciole di Barbiere (62490),/Recite/28-03-2017 Briciole di Barbiere (62491)";"/Produzioni/2017 Briciole di Barbiere (56614)";"1"
"56615";"/Recite/10-03-2017 Il Barbiere di vaniglia!
Un'opera da leccarsi i baffi (62492),/Recite/10-03-2017 Il Barbiere di vaniglia! 
Un'opera da leccarsi i baffi (62493)";"/Produzioni/Il Barbiere di vaniglia! (56615)";"1"
"56616";"/Recite/16-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62494),/Recite/16-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62495),/Recite/16-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62496),/Recite/17-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62497),/Recite/17-05-2017 Il barbiere di Siviglia 
ossia Un vulcano è la mia mente (62498)";"/Produzioni/Il barbiere di Siviglia ossia Un vulcano è la mia mente (56616)";"1"
"56617";"/Recite/23-09-2016 L'arte e la maniera di affrontare il proprio capo per chiedergli un aumento (62499),/Recite/25-09-2016 L'arte e la maniera di affrontare il proprio capo per chiedergli un aumento (62500)";"/Produzioni/2016 L'arte e la maniera di affrontare il proprio capo per chiedergli un aumento (56617)";"1"
"56618";"/Recite/01-10-2016 REKA v.2 - ""Reka Re"" (62501)";"/Produzioni/2016 REKA v.2 - ""Reka Re"" (56618)";"1"
"56619";"/Recite/02-10-2016 Virgilio Sieni . Michele Rabbia.
Canti (62502),/Recite/02-10-2016 Virgilio Sieni . Michele Rabbia.
Canti (62503),/Recite/03-10-2016 Virgilio Sieni . Michele Rabbia.
Canti (62504)";"/Produzioni/2016 Canti (56619)";"1"
"56620";"/Recite/07-10-2016 Compagnia Virgilio Sieni.
Cantico dei cantici (62505)";"/Produzioni/2016 Cantico dei Cantici (56620)";"1"
"56621";"/Recite/08-10-2016 Les Ballets C de la B-Alain Platel.
Nicht Schlafen (62506),/Recite/09-10-2016 Les Ballets C de la B-Alain Platel (62507)";"/Produzioni/Nicht Schlafen (56621)";"1"
"56622";"/Recite/22-10-2016 Direction Under 30 [2016].
Giornata del Teatro (62508)";"/Produzioni/It's app to you - O del solipsismo (56622)";"1"
"56623";"/Recite/22-10-2016 Direction Under 30 [2016].
Giornata del Teatro (62508)";"/Produzioni/L'Amantide - Love Macht Frei (56623)";"1"
"56624";"/Recite/25-10-2016 Cristiana Morganti.
A Fury Tale (62509),/Recite/26-10-2016 Cristiana Morganti.
A Fury Tale (62510)";"/Produzioni/2016 A fury tale (56624)";"1"
"56625";"/Recite/28-10-2016 Nicola Galli (62511),/Recite/28-10-2016 Nicola Galli (62512)";"/Produzioni/2016 Mars (56625)";"1"
"56626";"/Recite/29-10-2016 Annamaria Ajmone (62513),/Recite/29-10-2016 Annamaria Ajmone (62514)";"/Produzioni/2016 Antala (56626)";"1"
"56627";"";"/Produzioni/Passage through the world (56627)";"1"
"56628";"/Recite/12-11-2016 Compagnie Adrien M - Claire B (62515),/Recite/13-11-2016 Compagnie Adrien M - Claire B (62516)";"/Produzioni/2016 Cinématique (56628)";"1"
"56629";"/Recite/23-04-1994 White Oak Dance Project (62518)";"/Produzioni/Jocose (56629)";"1"
"56630";"/Recite/23-04-1994 White Oak Dance Project (62518)";"/Produzioni/Quartet for IV (56630)";"1"
"56631";"/Recite/23-04-1994 White Oak Dance Project (62518)";"/Produzioni/1994 Blue Heron (56631)";"1"
"56632";"/Recite/23-04-1994 White Oak Dance Project (62518)";"/Produzioni/1994 I Pergolesi (56632)";"1"
"56633";"/Recite/30-09-1992 E mischiaron lor colore. 
Serata di colori, musica, poesia e danza (62519)";"/Produzioni/1992 E mischiaron lor colore (56633)";"1"
"56634";"/Recite/30-09-1992 E mischiaron lor colore. 
Serata di colori, musica, poesia e danza (62519)";"/Produzioni/1992 Intermezzo (56634)";"1"
"56635";"/Recite/27-10-2017 Il trovatore (62520),/Recite/29-10-2017 Il trovatore (62521)";"/Produzioni/21-10-2017 Il trovatore (56635)";"1"
"56636";"/Recite/21-11-2017 Locandiera B&B (62522),/Recite/22-11-2017 Locandiera B&B (62523)";"/Produzioni/2017 Locandiera B&B (56636)";"1"
"56637";"/Recite/26-11-2017 Babbo Natale e la pozione delle 13 erbe (62524),/Recite/26-11-2017 Babbo Natale e la pozione delle 13 erbe (62525),/Recite/27-11-2017 Babbo Natale e la pozione delle 13 erbe (62589),/Recite/27-11-2017 Babbo Natale e la pozione delle 13 erbe (62590)";"/Produzioni/2017 Babbo Natale e la pozione delle 13 erbe (56637)";"1"
"56638";"/Recite/07-12-2017 Faust (62528),/Recite/10-12-2017 Faust (62529)";"/Produzioni/2017 Faust (56638)";"1"
"56639";"/Recite/15-01-2017 A ritrovar le storie (62537),/Recite/15-01-2017 A ritrovar le storie (62538)";"/Produzioni/2016 A ritrovar le storie (56639)";"1"
"56640";"/Recite/29-01-2017 Le mille bolle magiche (62539)";"/Produzioni/Le mille bolle magiche (56640)";"1"
"56641";"/Recite/10-01-2018 Father and son (62540),/Recite/11-01-2018 Father and son (62541)";"/Produzioni/2017 Father and son (56641)";"1"
"56642";"/Recite/24-01-2018 Enrico IV (62542),/Recite/25-01-2018 Enrico IV (62543)";"/Produzioni/2017 Enrico IV (56642)";"1"
"56643";"/Recite/30-01-2018 Giulio Cesare (62544),/Recite/31-01-2018 Giulio Cesare (62545)";"/Produzioni/Giulio Cesare (56643)";"1"
"56644";"/Recite/31-01-2018 Compagnie Käfig (62546)";"/Produzioni/2017 Boxe Boxe Brasil (56644)";"1"
"56645";"/Recite/23-09-2017 Nederlands Dans Theater 2 (62547)";"/Produzioni/2017 I New Then (56645)";"1"
"56646";"/Recite/23-09-2017 Nederlands Dans Theater 2 (62547)";"/Produzioni/Mutual confort (56646)";"1"
"56647";"/Recite/23-09-2017 Nederlands Dans Theater 2 (62547)";"/Produzioni/Midnight Raga (56647)";"1"
"56648";"/Recite/23-09-2017 Nederlands Dans Theater 2 (62547)";"/Produzioni/SH-BOOM! (56648)";"1"
"56649";"/Recite/30-09-2017 Ballet de l'Opéra de Lyon.
Trois Grandes Fugues (62548)";"/Produzioni/2017 Grande Fugue (56649)";"1"
"56650";"/Recite/30-09-2017 Ballet de l'Opéra de Lyon.
Trois Grandes Fugues (62548)";"/Produzioni/1992 Die Grosse Fuge (56650)";"1"
"56651";"/Recite/30-09-2017 Ballet de l'Opéra de Lyon.
Trois Grandes Fugues (62548),/Recite/16-12-2023 MM Contemporary Dance Company (64074)";"/Produzioni/2017 Grosse Fugue (56651)";"1"
"56652";"/Recite/10-11-2017 Aterballetto (62549)";"/Produzioni/Wolf (56652)";"1"
"56653";"/Recite/10-11-2017 Aterballetto (62549)";"/Produzioni/Non sapevano dove lasciarmi... (56653)";"1"
"56654";"/Recite/16-02-2018 Toni Sartana e le streghe di Badgad. 
La Cativìssima capitolo II (62550),/Recite/17-02-2018 Toni Sartana e le streghe di Badgad. 
La Cativìssima capitolo II (62551),/Recite/18-02-2018 Toni Sartana e le streghe di Badgad. 
La Cativìssima capitolo II (62552)";"/Produzioni/Toni Sartana e le streghe di Badgad (56654)";"1"
"56655";"/Recite/10-02-2018 Compagnie Preljocaj.
La Fresque (62553)";"/Produzioni/La Fresque (56655)";"1"
"56656";"/Recite/10-02-2018 Il casellante (62554),/Recite/11-02-2018 Il casellante (62555)";"/Produzioni/2017 Il casellante (56656)";"1"
"56657";"/Recite/25-02-2018 Il Trittico: Il Tabarro (62556),/Recite/25-02-2018 Il Trittico: Suor Angelica (63158),/Recite/25-02-2018 Il Trittico: Gianni Schicchi (63159),/Recite/27-02-2018 Il Trittico: Il Tabarro (63160),/Recite/27-02-2018 Il Trittico: Suor Angelica (63161),/Recite/27-02-2018 Il Trittico: Gianni Schicchi (63162)";"/Produzioni/2018 Il Trittico (56657)";"1"
"56658";"/Recite/21-02-2018 Paradiso (62557),/Recite/22-02-2018 Paradiso (62558),/Recite/23-02-2018 Paradiso (62559),/Recite/24-02-2018 Paradiso (62560)";"/Produzioni/Paradiso (56658)";"1"
"56659";"/Recite/06-03-2018 La strana coppia (62561),/Recite/07-03-2018 La strana coppia (62562)";"/Produzioni/La strana coppia (56659)";"1"
