"id";"recite_collegate";"fullpath";"published"
"54826";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/1980 Danza alla sonata ""Chiaro di luna"" (54826)";"1"
"54827";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/La jeune ballerina (54827)";"1"
"54828";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/The gangster ballet (54828)";"1"
"54829";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/Uno solo moderno (54829)";"1"
"54830";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/1980 I fratelli Molotov (54830)";"1"
"54831";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/Per la psicologia contemporanea (54831)";"1"
"54832";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/Un migliore amico (54832)";"1"
"54833";"/Recite/08-07-1980 Bowyer & Bruggeman Dance Company (59298)";"/Produzioni/1980 Falso pas de trois (54833)";"1"
"54834";"/Recite/14-01-2005 Molto rumore per nulla (59299),/Recite/15-01-2005 Molto rumore per nulla (59300),/Recite/16-01-2005 Molto rumore per nulla (59301)";"/Produzioni/Molto rumore per nulla (54834)";"1"
"54835";"/Recite/09-07-1980 Orchestra Stabile dell'Emilia Romagna.
Peer Gynt (59302)";"/Produzioni/Peer Gynt (54835)";"1"
"54836";"/Recite/10-07-1980 Aterballetto (59303)";"/Produzioni/1980 Cinque minuti prima (54836)";"1"
"54837";"/Recite/10-07-1980 Aterballetto (59303)";"/Produzioni/1980 Preludes for two (54837)";"1"
"54838";"/Recite/10-07-1980 Aterballetto (59303)";"/Produzioni/1980 Dove aspettando (54838)";"1"
"54839";"/Recite/10-07-1980 Aterballetto (59303)";"/Produzioni/1980 Sfere di Mercurio (54839)";"1"
"54840";"/Recite/13-07-1980 Ballet du Rhin (59305)";"/Produzioni/Suite de danses (54840)";"1"
"54841";"/Recite/13-07-1980 Ballet du Rhin (59305)";"/Produzioni/La Peri (54841)";"1"
"54842";"/Recite/13-07-1980 Ballet du Rhin (59305)";"/Produzioni/La Valse (54842)";"1"
"54843";"/Recite/13-07-1980 Ballet du Rhin (59305)";"/Produzioni/L'Oiseau de feu (54843)";"1"
"54844";"/Recite/16-07-1980 The Boston Ballet (59308)";"/Produzioni/1962 Aureole (54844)";"1"
"54845";"/Recite/16-07-1980 The Boston Ballet (59308),/Recite/17-07-1982 Het Nationale Ballet (61053)";"/Produzioni/I quattro temperamenti (54845)";"1"
"54846";"/Recite/17-12-1978 Balletto Nazionale di Cuba (59311),/Recite/16-12-1978 Balletto Nazionale di Cuba (59310)";"/Produzioni/1978 Genesis (54846)";"1"
"54847";"/Recite/17-12-1978 Balletto Nazionale di Cuba (59311),/Recite/16-12-1978 Balletto Nazionale di Cuba (59310)";"/Produzioni/1978 Grand pas de quatre (54847)";"1"
"54848";"/Recite/17-12-1978 Balletto Nazionale di Cuba (59311),/Recite/16-12-1978 Balletto Nazionale di Cuba (59310)";"/Produzioni/1978 Il lago dei cigni (54848)";"1"
"54849";"/Recite/12-01-1979 Cullberg Ballet (59312),/Recite/13-01-1979 Cullberg Ballet (59313)";"/Produzioni/1976 San Giorgio e il drago (54849)";"1"
"54850";"/Recite/12-01-1979 Cullberg Ballet (59312),/Recite/13-01-1979 Cullberg Ballet (59313)";"/Produzioni/Romeo e Giulietta (54850)";"1"
"54851";"/Recite/12-01-1979 Cullberg Ballet (59312),/Recite/13-01-1979 Cullberg Ballet (59313)";"/Produzioni/1977 Soweto (54851)";"1"
"54852";"/Recite/24-01-1979 I balletti di Vittorio Biagi (59314),/Recite/25-01-1979 I balletti di Vittorio Biagi (60260),/Recite/23-01-1979 I balletti di Vittorio Biagi (63224)";"/Produzioni/1979 La morte di Cleopatra (54852)";"1"
"54853";"/Recite/24-01-1979 I balletti di Vittorio Biagi (59314),/Recite/25-01-1979 I balletti di Vittorio Biagi (60260),/Recite/31-01-1978 Compagnia di balletto dell'ATER (59383),/Recite/28-01-1978 Compagnia di balletto dell'ATER (63221),/Recite/01-02-1978 Compagnia di balletto dell'A.T.E.R. (63222),/Recite/23-01-1979 I balletti di Vittorio Biagi (63224),/Recite/10-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63517),/Recite/11-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63518),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63519),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63520),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63521),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63522),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63523),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63524),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63525),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63526),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63527),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63528),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63529),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63530),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63531),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63532)";"/Produzioni/Settima sinfonia (54853)";"1"
"54854";"/Recite/14-02-1979 Balletto del Teatro Malegot di Leningrado.
Jaroslavna (59316),/Recite/13-02-1979 Balletto del Teatro Malegot di Leningrado.
Jaroslavna (59315)";"/Produzioni/Jaroslavna (54854)";"1"
"54855";"/Recite/20-02-1979 Flauto danzante (59318),/Recite/19-02-1979 Flauto danzante (59317)";"/Produzioni/1979 Flauto danzante (54855)";"1"
"54857";"/Recite/31-05-1979 Compagnia di Balletto Classico Cosi-Stefanescu (59319)";"/Produzioni/Raymonda: atto III (54857)";"1"
"54858";"/Recite/31-05-1979 Compagnia di Balletto Classico Cosi-Stefanescu (59319)";"/Produzioni/1979 Doina (54858)";"1"
"54859";"/Recite/31-05-1979 Compagnia di Balletto Classico Cosi-Stefanescu (59319)";"/Produzioni/Nozze d'aurora (54859)";"1"
"54860";"/Recite/24-01-2005 Ognuno è libero (59321),/Recite/25-01-2005 Ognuno è libero (59322),/Recite/26-01-2005 Ognuno è libero (59323)";"/Produzioni/Ognuno è libero (54860)";"1"
"54861";"/Recite/18-07-1979 Grupo Corpo di Belo Horizonte.
Maria Maria (59325)";"/Produzioni/Maria Maria (54861)";"1"
"54862";"/Recite/19-07-1979 Trittico di balletti (59326)";"/Produzioni/1979 Gelosia (54862)";"1"
"54863";"/Recite/19-07-1979 Trittico di balletti (59326)";"/Produzioni/1979 Americhe (54863)";"1"
"54864";"/Recite/19-07-1979 Trittico di balletti (59326)";"/Produzioni/1979 Gli addii (54864)";"1"
"54865";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/Omaggio a Charles Mingus (54865)";"1"
"54866";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/Le Gnossienne (54866)";"1"
"54867";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/La danza degli Sciti (54867)";"1"
"54868";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/Prélude à l'après midi d'un faune (54868)";"1"
"54869";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/L'amore tragico (54869)";"1"
"54870";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/L'amore poetico (54870)";"1"
"54871";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/1971 Embryons dessechés (54871)";"1"
"54872";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/Solo (54872)";"1"
"54873";"/Recite/20-07-1979 Danza Prospettiva.
La Festa del Corpo (59327)";"/Produzioni/Jazz Impressions (54873)";"1"
"54874";"/Recite/22-07-1979 Teatro sulla Balaustra (59328)";"/Produzioni/Laski? (54874)";"1"
"54875";"/Recite/25-07-1979 Ballet-Théâtre de l'Arche (59329)";"/Produzioni/Puzzle (54875)";"1"
"54876";"/Recite/25-07-1979 Ballet-Théâtre de l'Arche (59329)";"/Produzioni/Vocalise (54876)";"1"
"54877";"/Recite/25-07-1979 Ballet-Théâtre de l'Arche (59329)";"/Produzioni/Zoo (54877)";"1"
"54878";"/Recite/25-07-1979 Ballet-Théâtre de l'Arche (59329)";"/Produzioni/Week end au Paradis (54878)";"1"
"54879";"/Recite/28-07-1979 Erick Hawkins Dance Company (59330)";"/Produzioni/1979 Agathlon (54879)";"1"
"54880";"/Recite/28-07-1979 Erick Hawkins Dance Company (59330)";"/Produzioni/Plains Daybreak (54880)";"1"
"54881";"/Recite/28-07-1979 Erick Hawkins Dance Company (59330)";"/Produzioni/Parsons Weems and the Cherry Tree, Etc (54881)";"1"
"54882";"/Recite/29-07-1979 Balletto Nazionale Spagnolo (59331)";"/Produzioni/1979 Diez Melodias Vascas (54882)";"1"
"54883";"/Recite/12-02-2005 Aufstieg und Fall der Stadt Mahagonny (59332),/Recite/13-02-2005 Aufstieg und Fall der Stadt Mahagonny (59333)";"/Produzioni/2001 Aufstieg und Fall der Stadt Mahagonny (54883)";"1"
"54884";"/Recite/05-02-2005 La vie d'artiste (racontée a ma fille) (59334),/Recite/06-02-2005 La vie d'artiste 
(racontée a ma fille) (59335)";"/Produzioni/La vie d'artiste (54884)";"1"
"54885";"/Recite/04-02-2005 Merce Cunningham Dance Company (59336)";"/Produzioni/2003 Ground Level Overlay (54885)";"1"
"54886";"/Recite/04-02-2005 Merce Cunningham Dance Company (59336)";"/Produzioni/Split Sides (54886)";"1"
"54887";"/Recite/16-02-2005 Aterballetto (59337)";"/Produzioni/2005 Next (54887)";"1"
"54888";"/Recite/16-02-2005 Aterballetto (59337)";"/Produzioni/2005 Passo continuo (54888)";"1"
"54889";"/Recite/16-02-2005 Aterballetto (59337)";"/Produzioni/2000 Omaggio a Bach (54889)";"1"
"54890";"/Recite/11-02-2005 Il grigio (59338),/Recite/12-02-2005 Il grigio (59339),/Recite/13-02-2005 Il grigio (59340)";"/Produzioni/2005 Il grigio (54890)";"1"
"54891";"/Recite/15-02-2005 Note di cucina (59341),/Recite/16-02-2005 Note di cucina (59342),/Recite/17-02-2005 Note di cucina (59343),/Recite/18-02-2005 Note di cucina (59344)";"/Produzioni/Note di cucina (54891)";"1"
"54892";"/Recite/01-03-2005 Cecità (59345),/Recite/02-03-2005 Cecità (59346),/Recite/03-03-2005 Cecità (59347),/Recite/04-03-2005 Cecità (59348),/Recite/05-03-2005 Cecità (59349),/Recite/06-03-2005 Cecità (59350)";"/Produzioni/2005 Cecità (54892)";"1"
"54893";"/Recite/04-03-2005 Peter Grimes (59351),/Recite/06-03-2005 Peter Grimes (59352)";"/Produzioni/2005 Peter Grimes (54893)";"1"
"54894";"/Recite/26-07-1979 Sangue viennese (59354)";"/Produzioni/1979 Sangue viennese (54894)";"1"
"54895";"/Recite/20-04-2005 Die Zauberflöte (59355),/Recite/22-04-2005 Die Zauberflöte (59356)";"/Produzioni/2005 Die Zauberflöte (54895)";"1"
"54896";"/Recite/12-11-1998 Scugnizza (59357),/Recite/17-11-1998 Scugnizza (59360),/Recite/14-11-1998 Scugnizza (59358),/Recite/15-11-1998 Scugnizza (59359)";"/Produzioni/1998 Scugnizza (54896)";"1"
"54897";"/Recite/04-12-1998 Sogno di un valzer (59361),/Recite/05-12-1998 Sogno di un valzer (59362),/Recite/06-12-1998 Sogno di un valzer (59363),/Recite/06-12-1998 Sogno di un valzer (59364)";"/Produzioni/Sogno di un valzer (54897)";"1"
"54898";"/Recite/14-01-1999 La principessa della Czarda (59365),/Recite/15-01-1999 La principessa della Czarda (59366),/Recite/17-01-1999 La principessa della Czarda (59368),/Recite/16-01-1999 La principessa della Czarda (59367)";"/Produzioni/1998 La principessa della Czarda (54898)";"1"
"54899";"/Recite/16-10-1997 Sissi (59369),/Recite/18-10-1997 Sissi (59370),/Recite/19-10-1997 Sissi (59371),/Recite/21-10-1997 Sissi (59372)";"/Produzioni/1997 Sissi (54899)";"1"
"54900";"/Recite/12-12-1997 Rose Marie (59373),/Recite/13-12-1997 Rose Marie (59374),/Recite/14-12-1997 Rose Marie (59375),/Recite/14-12-1997 Rose Marie (59376)";"/Produzioni/1997 Rose Marie (54900)";"1"
"54901";"/Recite/31-12-1997 Scugnizza (59377)";"/Produzioni/1997 Scugnizza (54901)";"1"
"54902";"/Recite/15-01-1998 Il paese dei campanelli (59378),/Recite/16-01-1998 Il paese dei campanelli (59379),/Recite/17-01-1998 Il paese dei campanelli (59380),/Recite/18-01-1998 Il paese dei campanelli (59381),/Recite/12-10-1995 Il paese dei campanelli (60916),/Recite/13-10-1995 Il paese dei campanelli (60917),/Recite/14-10-1995 Il paese dei campanelli (60918),/Recite/15-10-1995 Il paese dei campanelli (60919)";"/Produzioni/1995 Il paese dei campanelli (54902)";"1"
"54903";"/Recite/27-07-1979 Vittoria e il suo Ussaro (59382)";"/Produzioni/1979 Vittoria e il suo Ussaro (54903)";"1"
"54904";"/Recite/31-01-1978 Compagnia di balletto dell'ATER (59383),/Recite/28-01-1978 Compagnia di balletto dell'ATER (63221),/Recite/01-02-1978 Compagnia di balletto dell'A.T.E.R. (63222),/Recite/10-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63517),/Recite/11-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63518),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63519),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63520),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63521),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63522),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63523),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63524),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63525),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63526),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63527),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63528),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63529),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63530),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63531),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63532)";"/Produzioni/Pulcinella (54904)";"1"
"54905";"/Recite/31-01-1978 Compagnia di balletto dell'ATER (59383),/Recite/28-01-1978 Compagnia di balletto dell'ATER (63221),/Recite/01-02-1978 Compagnia di balletto dell'A.T.E.R. (63222),/Recite/10-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63517),/Recite/11-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63518),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63519),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63520),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63521),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63522),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63523),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63524),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63525),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63526),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63527),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63528),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63529),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63530),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63531),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63532)";"/Produzioni/1977 Idillio di Sigfrido (54905)";"1"
"54906";"/Recite/31-01-1978 Compagnia di balletto dell'ATER (59383),/Recite/28-01-1978 Compagnia di balletto dell'ATER (63221),/Recite/01-02-1978 Compagnia di balletto dell'A.T.E.R. (63222),/Recite/10-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63517),/Recite/11-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63518),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63519),/Recite/12-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63520),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63521),/Recite/13-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63522),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63523),/Recite/14-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63524),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63525),/Recite/16-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63526),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63527),/Recite/17-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63528),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63529),/Recite/18-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63530),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63531),/Recite/19-01-1978 Prove aperte Compagnia di balletto dell'A.T.E.R. (63532)";"/Produzioni/Sette studi su temi di Paul Klee (54906)";"1"
"54907";"/Recite/10-01-1978 Balletto Accademico dell'Opera di Riga.
Il lago dei cigni (59384)";"/Produzioni/1977 Il lago dei cigni (54907)";"1"
"54908";"/Recite/07-02-1978 Pearl Lang Dance Company (59385)";"/Produzioni/Praire Steps (54908)";"1"
"54909";"/Recite/07-02-1978 Pearl Lang Dance Company (59385)";"/Produzioni/Piece for brass (54909)";"1"
"54910";"/Recite/07-02-1978 Pearl Lang Dance Company (59385)";"/Produzioni/Shirah (54910)";"1"
"54911";"/Recite/07-03-1978 Serata a tre: Carla Fracci, Lawrence Rhodes, James Urbain (59386)";"/Produzioni/Serata a tre (54911)";"1"
"54912";"/Recite/09-12-1976 Il ratto dal serraglio (59388),/Recite/11-12-1976 Il ratto dal serraglio (59389)";"/Produzioni/09-12-1976 Il ratto dal serraglio (54912)";"1"
"54913";"/Recite/13-01-1980 Albert Herring (59390),/Recite/14-01-1980 Albert Herring (59391)";"/Produzioni/1979 Albert Herring (54913)";"1"
"54914";"/Recite/17-01-1980 La Traviata (59392),/Recite/19-01-1980 La Traviata (59393)";"/Produzioni/1979 La Traviata (54914)";"1"
"54915";"/Recite/23-01-1980 La Vestale (59394),/Recite/27-01-1980 La Vestale (59395)";"/Produzioni/1980 La vestale (54915)";"1"
"54916";"";"/Produzioni/1980 Manfred (54916)";"1"
"54917";"/Recite/25-03-1980 Lucia di Lammermoor (59396),/Recite/27-03-1980 Lucia di Lammermoor (59397)";"/Produzioni/1980 Lucia di Lammermoor (54917)";"1"
"54918";"/Recite/04-01-1977 Simon Boccanegra (59401),/Recite/07-01-1977 Simon Boccanegra (59402)";"/Produzioni/1976 Simon Boccanegra (54918)";"1"
"54919";"/Recite/27-01-1977 Il trovatore (59403),/Recite/29-01-1977 Il trovatore (59404)";"/Produzioni/16-01-1977 Il trovatore (54919)";"1"
"54920";"/Recite/04-02-1977 Per Massimiliano Robespierre (59405)";"/Produzioni/1977 Per Massimiliano Robespierre (54920)";"1"
"54921";"/Recite/26-02-1977 Anna Bolena (59407),/Recite/24-02-1977 Anna Bolena (59406)";"/Produzioni/1977 Anna Bolena (54921)";"1"
"54922";"/Recite/08-03-1977 Tre Balletti di Aurelio M. Milloss (59704)";"/Produzioni/L'isola eterna (54922)";"1"
"54923";"/Recite/08-03-1977 Tre Balletti di Aurelio M. Milloss (59704)";"/Produzioni/1977 Il figliuol prodigo (54923)";"1"
"54924";"/Recite/08-03-1977 Tre Balletti di Aurelio M. Milloss (59704)";"/Produzioni/La giara (54924)";"1"
"54925";"/Recite/05-01-1979 Nabucco (59408),/Recite/07-01-1979 Nabucco (59409)";"/Produzioni/1978 Nabucco (54925)";"1"
"54926";"/Recite/11-01-1979 Il Naso (59410)";"/Produzioni/1978 Il Naso (54926)";"1"
"54927";"/Recite/02-03-1979 Cenerentola (59411),/Recite/04-03-1979 Cenerentola (59412)";"/Produzioni/1979 La Cenerentola (54927)";"1"
"54928";"/Recite/29-03-1979 Il Gran Tamerlano (59413),/Recite/01-04-1979 Il Gran Tamerlano (59414),/Recite/27-03-1979 Il Gran Tamerlano (63297),/Recite/31-03-1979 Il Gran Tamerlano (63298),/Recite/03-04-1979 Il Gran Tamerlano (63299)";"/Produzioni/1979 Il Gran Tamerlano (54928)";"1"
"54929";"/Recite/06-04-1979 La Sonnambula (59415),/Recite/08-04-1979 La Sonnambula (59416)";"/Produzioni/1979 La Sonnambula (54929)";"1"
"54930";"/Recite/27-04-1979 Il matrimonio segreto (59417),/Recite/26-05-1979 Il matrimonio segreto (59418)";"/Produzioni/1979 Il matrimonio segreto (54930)";"1"
